id,current_semester,current_cgpa,overall_attendance,at_risk
594c23e8-2de2-45bd-a891-64a7936fee4d,2.0,7.29,75.3,0
605f6266-3e4b-4fec-ac48-71e7254a94f3,4.0,8.46,98.0,0
ddc1ce58-cacc-42f1-882c-389ba58f04cb,6.0,7.58,66.6,1
ee45dbd4-2452-406f-8796-863b951161cc,4.0,7.32,72.8,0
24c51da0-2db2-404b-98fd-cb2f3f81025f,1.0,10.0,71.9,0
9f894961-776e-479d-84be-0e3d363df6a6,2.0,6.73,53.5,1
c8004dfb-cc97-43b7-a424-323e26ee3428,2.0,6.9,60.5,1
d6eb4a19-e11a-4f40-8b56-3cd47d28b15e,6.0,7.13,78.1,0
ae34df1d-486b-46c6-8cd7-a3b2834ecc3d,4.0,8.38,64.2,1
5f59f791-a34e-4457-af51-b0662d210849,4.0,7.33,64.4,1
43c92216-852b-48eb-bf52-a9eb0dc34636,6.0,7.37,71.1,0
705321fa-cf66-440a-b638-e21a7561a2da,6.0,6.49,86.6,0
f4117b48-c67c-4811-b11a-54f6915e8a0c,6.0,8.0,86.5,0
55697575-391b-42dd-9dc0-dcb8731eca1e,4.0,8.8,74.9,0
c923181a-e3bd-47c1-98a3-c804899de2f4,2.0,6.86,84.4,0
525bfd9d-a612-44ee-8e81-ef48eabb894d,1.0,7.5,94.2,0
525e3275-5d08-4f97-bfa4-e5e1fe2d2e31,2.0,8.83,80.6,0
269f24b3-58ce-47dd-8a6b-7b68527d99f2,2.0,4.5,76.2,1
6c92b071-a3aa-401f-84fa-f2275669aeb2,1.0,5.68,57.7,1
0cd7a5d4-b989-4bec-af27-d0f1e33026e1,4.0,8.44,72.5,0
3b3fdffb-6af2-46f9-88b1-6e99ab653022,6.0,7.46,63.9,1
c7a8bfb1-88e2-49cf-ad80-6794c2eea035,1.0,6.01,88.4,0
96d09d25-1c92-457e-9c46-159b94f29993,2.0,6.23,56.6,1
88219d4a-a97b-4b75-9e38-4c94f25cd48b,6.0,6.73,95.7,0
4c6a4e54-667f-484b-a22d-b627e1343b1c,2.0,7.66,85.0,0
891cecd9-d673-4fe3-a79d-cafcf3664cb1,6.0,7.29,82.5,0
b3239f25-5c50-49dc-b7c0-fd98ab5456bf,6.0,7.3,82.6,0
f2953372-100a-4fc5-9f90-f6d0ea7baafb,2.0,8.47,52.5,1
2afc55a1-b797-47a7-8760-f16f2be416b2,2.0,8.36,70.0,0
08e26bb3-bc5f-4891-91a5-2d9256fe731a,4.0,7.19,98.0,0
7c75b225-ecc7-4ec6-9fb5-7cee1f85a4dd,1.0,7.5,70.9,0
b338f939-8a03-4bd6-8c8c-27ea38e89352,1.0,7.74,97.2,0
afe421ff-0f62-4795-a9f6-59b87902f084,4.0,7.43,72.5,0
0965f80f-e71d-4c0c-82cb-37541a8fa081,2.0,9.37,83.2,0
f350ea56-aef4-46f6-94ab-ce5a6df2bcaa,1.0,9.56,67.3,1
f4b491b5-7367-42de-957d-29c4f7698afc,4.0,6.56,86.0,0
41e1c0f7-00cd-434f-b6b7-c3dfda299dec,1.0,8.06,56.3,1
ffc9265c-ba26-4313-a79d-14992924e0dc,4.0,8.3,91.0,0
b987ea7d-3d78-4edc-b927-48e1f021182d,1.0,7.57,84.8,0
cc90fb96-7463-4d10-bc28-6b09b8723b95,6.0,7.92,74.6,0
5ce13428-091e-40df-9206-b680c38f7a6f,2.0,8.19,76.0,0
36910642-f09b-4218-b99b-4979269fed62,2.0,8.3,93.0,0
785d959e-1fcb-4e0b-80ac-961a576e2de7,4.0,4.8,75.1,1
c1aa5d90-bb65-4ca3-9dce-d9b2f185bb1a,6.0,8.87,87.4,0
b8bab9af-cec0-4a8b-85fc-d98b5443a947,6.0,6.58,82.3,0
6585b4ba-0efa-4103-b2fa-7f62774055bc,4.0,9.38,79.1,0
ad04154a-c106-4cf2-a684-45f47fe77998,1.0,6.95,83.4,0
7e1c7acb-1e20-44c4-ab78-3b91209ab38c,4.0,5.6,88.5,1
5c907dfe-123e-4053-824b-ed3ad306b3aa,4.0,8.48,65.7,1
cf19dc5f-51b9-42eb-af79-69c2aa5ee4aa,6.0,9.05,98.0,0
286568cd-4515-4b98-992b-00e46c8c836c,6.0,6.96,53.4,1
74a9e869-de7e-4294-a9db-43bf84ddaf50,4.0,6.05,67.6,1
9e293433-408a-418e-8ff2-806f73d0e249,1.0,6.16,71.7,0
0d2ffbc3-8e68-4da1-9dc2-c2fbcdc30044,4.0,6.78,74.0,0
eb76e531-fa90-469e-807c-bc232e0a73a0,2.0,7.08,83.1,0
4e4c8b4b-d8d8-4340-a928-ed77716572f8,6.0,5.83,91.5,0
09ab8c69-e158-497e-b0f1-18edb7e33844,4.0,7.12,89.3,0
4631783f-6689-4100-8df2-5ebc7dea0217,4.0,9.12,73.1,0
f019617f-cd5c-4e91-bca2-900a999cc88d,4.0,8.56,60.5,1
4981a16c-f0a6-4d1f-af86-19b8271119fb,6.0,8.07,69.9,0
428ad8d8-9eb4-4e7a-9169-46af2d2a89a1,2.0,5.8,89.5,0
1f2799e2-b7a3-43e0-96af-278ded92706b,1.0,8.73,63.9,1
7b8cc207-4ff5-463d-8845-5150e15188ed,2.0,7.76,86.4,0
28b93a89-7cb4-403e-a8ce-0d9bbd87f691,2.0,6.6,86.8,0
b9fcac30-d6a3-4ac4-95a0-b316aff02fca,4.0,5.18,71.1,1
6f2b827b-863f-491b-9acc-19c18d37bd84,2.0,7.62,69.4,0
6199ebe3-3b36-44b0-9c6c-c47dfc918741,1.0,7.37,70.0,0
060c54fb-3acf-4454-819a-df7b0a864180,4.0,8.37,77.3,0
221669e9-e71e-4825-af5b-d1b515e49a44,4.0,8.56,66.9,1
597ff28d-ef88-446d-b634-40115022cddb,4.0,6.72,93.2,0
8108ad82-fc9d-4eaf-a493-ad6aa34730ef,1.0,6.74,82.1,0
3d9eab84-39bd-4398-924e-d4bde31ceafa,4.0,7.68,82.9,0
4190d31a-0ed0-4f22-8498-cf43b734c782,2.0,7.03,75.4,0
43a6e46f-f294-4f23-89b9-dd31fb580802,4.0,9.14,81.4,0
ed2feb61-97ae-4b20-b7be-e01ed50f1ba8,4.0,6.28,71.9,0
eceb6c9e-a83a-48ef-b4bd-54249990d7ad,2.0,6.81,81.9,0
47f0954e-0841-4647-a4b4-a4d0147ce704,6.0,6.87,66.7,1
9c79d479-580b-46c7-83d4-663448d73a61,4.0,6.09,85.9,0
7cdbec41-40fc-45b1-baa0-866168310536,6.0,6.62,82.3,0
d00062e1-e7e7-46ba-b3a5-f49d715c3572,4.0,7.78,82.5,0
695b2bea-7c3e-49c5-8fb2-aa5b5c80247b,6.0,7.62,83.2,0
7e56aac0-31c2-4f6d-98f5-df7a51a7ad31,4.0,6.83,86.5,0
b40e55ae-7bb5-450d-aaa5-155e291d0046,6.0,7.28,89.4,0
c2343790-a522-4aa3-bd65-e16ef8cc7f5f,4.0,4.96,98.0,1
be5c5254-c344-47af-9476-90e52b9968ac,2.0,8.05,76.0,0
823d85ef-1672-4f4f-8b06-059d1129579a,4.0,7.15,81.3,0
96958bf5-8838-42cd-9d27-5ff54cef8c52,6.0,6.69,83.5,0
717519f0-ce96-410a-823f-161441386981,4.0,7.69,82.5,0
afcf1d14-9c64-4672-9bee-623065cbb370,6.0,8.01,84.2,0
c84b27f5-2627-47bc-ad67-c0b07b6ee16d,4.0,7.4,81.6,0
81af15f3-e8b5-4ec3-94e1-6e1245259a89,2.0,6.8,89.6,0
3e46d505-2fd9-47ff-b13c-80a943f9d246,6.0,7.63,65.6,1
04444cb8-6261-4f67-b3ef-a349e7e1ef86,1.0,8.07,94.0,0
7b7d7936-b75a-4cbe-9593-943778684fb4,4.0,7.53,81.0,0
165ecc8a-4ba5-4e3e-b055-05016d7328f0,2.0,8.21,80.9,0
5a1ff57d-2c6f-414a-b722-c75ae5809c57,2.0,4.75,69.2,1
9ae3f69a-3ffc-4e8f-bee1-79a1633f7fbf,6.0,8.1,83.2,0
c5149802-6951-4f24-b992-76cf15931c2c,1.0,7.35,59.7,1
4f761a64-3631-4af4-a20d-f87e0df2b162,2.0,6.59,67.1,1
44a7dc56-b8e6-4972-8bf9-499074aa5ab6,2.0,6.2,69.6,0
deb6a728-497e-4877-a2b7-ded660d752c7,6.0,6.89,47.5,1
3b50e299-3d7d-4930-b4cf-92592a695386,6.0,7.79,52.4,1
f66bf926-f023-47e5-be8f-6af1b1b20a83,2.0,7.92,85.7,0
95438846-c71f-45a5-9cb4-bb54a1942ca0,2.0,7.6,72.0,0
7b77acd6-1d98-4ea0-bab4-057c8cf1d6c2,6.0,8.35,73.8,0
7009dd67-2d82-4309-871c-9ee5d5471bba,6.0,6.27,66.9,1
eb7d525d-e602-43a2-a132-5005c5eee06f,6.0,5.49,45.0,1
47bb0d63-3ea6-44f6-bd2f-27e62f89df7e,2.0,8.76,85.6,0
8814767c-b94f-4d1a-9e55-0c22a2e226e6,4.0,6.61,79.4,0
46f45d39-8968-42e4-97e4-490dbdf2178d,1.0,6.19,98.0,0
3e642d9f-9c9a-4dff-863d-35145e3720cd,6.0,7.49,71.9,0
0ac4a5d8-ced1-42e6-889b-61b7901fda17,4.0,7.51,57.0,1
2e8d9e93-4c1c-45ba-a0ba-1c4c3a9c8419,2.0,7.16,79.2,0
ea142c35-3cec-4625-b65a-5b6aa4a7a9cb,6.0,5.54,95.2,1
c2572c78-b004-4558-ad44-e3da0b944e15,6.0,9.01,85.1,0
c40becf1-91bf-4a2a-b34c-3d8bc29c80bb,2.0,5.79,79.9,1
3c239fd4-5183-449c-afb8-e91214941486,2.0,6.8,88.0,0
e48e6ce2-dd6c-4fe7-91a5-eba6b6bd31f7,6.0,5.67,62.4,1
36f2379d-78de-4d65-877a-2b58d3bd9f74,4.0,6.04,85.6,0
34fc5131-35f5-473f-8560-d0b7f26793cc,4.0,6.72,94.5,0
00945885-749b-4ef7-9f59-3864e5dfa358,6.0,4.66,69.1,1
b14da601-b100-4c3b-abb3-88ca6578c883,1.0,7.34,58.1,1
4e16dbc8-f308-4494-b3db-04cd805caecd,4.0,6.69,74.0,0
b27d73b4-51cd-4351-a905-5c77030c7cf4,4.0,8.24,68.3,0
399c79d2-27a8-4ef3-b025-98cb1f0d5f46,4.0,7.23,45.7,1
464c0683-e527-4474-809b-89efae9a1ac7,1.0,8.36,71.0,0
a7742edd-c54b-4c83-9d2c-014bae4b5961,6.0,6.1,76.9,0
66706043-191b-4978-bcee-88fc3847c5eb,6.0,7.88,89.5,0
73c2061a-8b3f-4250-8ac4-74a9926b0a9d,4.0,5.72,82.1,1
8f5f1032-de5a-43bc-bbaf-18177148dcc6,1.0,7.28,80.7,0
b40fb687-23f0-48d4-97e7-06ee10eaa637,6.0,8.98,87.8,0
4906d0a6-e3be-4f4a-bc15-9c4e3a9339ad,1.0,7.06,77.5,0
d371b3f7-6b2e-4135-8234-c95a5246b3af,2.0,7.02,50.7,1
320b47e0-c0ed-4b0f-8b1d-50e04b2b3b81,1.0,7.28,78.2,0
e22f9f0e-4a52-4dd7-b142-be65475509ef,6.0,7.45,92.3,0
413fc4d7-cb20-4167-aa55-74d4ab124cfc,2.0,7.15,82.6,0
ba5c565c-bd05-4d4e-8325-79d981037204,4.0,9.35,74.7,0
f515821c-7b16-42ca-8c2a-47be2667ee9a,6.0,7.23,84.2,0
2789c6bd-2239-4dc8-8346-86bb12f58d2a,6.0,5.58,80.2,1
1c02eec3-48fc-4602-9e21-1d3e6895c60b,1.0,5.72,76.6,1
9062f31a-8b7f-4fce-a08d-3f2f633e62d8,1.0,6.47,83.6,0
a6379045-c9ee-45e0-91f8-f2b700f4aacf,2.0,7.46,73.1,0
8350f65c-cf75-4886-90aa-208f7020ec0c,2.0,8.61,72.6,0
64323ebd-3996-4f6b-ae80-163979a72f55,1.0,7.77,76.9,0
a6618650-e98f-4389-8f8c-6c32d4b35c31,2.0,8.17,56.6,1
96e42048-e57f-407a-a80c-908c5bf91c3a,1.0,7.63,83.6,0
cb4109b1-62f0-4b8b-b1cb-053f576e0a2c,2.0,7.61,87.6,0
7b30c50a-f7a5-496e-93e1-26c2d0e00a52,1.0,7.97,74.9,0
8d60926e-7f4c-4388-ab1f-e336df9a4a4e,4.0,7.19,66.5,1
11b69139-615c-4228-b873-35e1a1129de8,6.0,9.03,89.8,0
21770923-921f-4a6f-a11d-9b03584af01a,4.0,7.06,91.7,0
a878b80e-c659-4726-9ee6-c5bf26b25e52,6.0,7.7,88.3,0
4a44fcea-41d8-4a10-8a7f-22bdbb0a270b,2.0,6.57,72.0,0
68cea994-64a6-4b86-b344-0632669b7994,6.0,6.73,81.6,0
5eb719b3-9ae8-48fe-8966-3b5a861f8eb3,6.0,9.39,75.5,0
03a9254e-3a48-48c4-b44f-cf60dcb6363b,1.0,7.5,86.3,0
0fb805bc-da1b-4f41-8989-d39e796d60f9,1.0,6.96,78.8,0
8161add5-3adf-454d-979e-cf2f59e9ddf4,4.0,6.18,77.9,0
986815b7-51bb-448e-b0cc-c10620077b92,1.0,7.46,86.7,0
37549ef0-33d1-476d-9275-538d97f020dd,2.0,6.55,76.3,0
7e1364fd-7dde-441d-8ba7-0947e5232737,2.0,5.3,71.6,1
9d3378c3-d3dc-418c-bff0-e2831854879f,1.0,7.14,75.4,0
e73c1897-995d-4477-ba2b-fa5225940244,1.0,8.01,94.2,0
f56e1cba-b38d-4c6a-a91e-e0776085cdd4,6.0,5.97,71.0,0
8d92fb12-f747-4901-85f2-9b3375801a5d,2.0,8.15,84.2,0
e3903719-736d-4fb0-a549-5897d75a939d,1.0,6.64,81.5,0
39a2e5ab-bbdb-4b2c-8fec-26a46d63c11e,2.0,9.19,78.2,0
5d7bebb8-d7a3-4abf-a617-78ede5033f7a,4.0,8.88,86.5,0
c6642238-0456-44fa-b2aa-8d390207d189,1.0,6.15,69.7,0
53826ec6-a689-46d9-b820-5e4e0359a8ca,2.0,8.44,86.7,0
cadf39c2-ac07-4319-8d15-5a772c56fd46,6.0,5.77,76.3,1
b1697047-3d6a-4958-a273-753616c890dc,6.0,8.62,70.7,0
4742cea8-82bc-451a-8d7a-1617a60442f7,2.0,7.32,81.4,0
335af58e-3979-4d2a-b954-d8efa06b142c,6.0,6.85,70.9,0
4b9a07e7-79b2-4971-9703-c3d2a3679d40,2.0,7.25,86.9,0
51149241-b68b-4cb2-82a6-759e074803ea,4.0,7.27,95.5,0
8dbcc77d-3cd7-44c5-a33f-06c8eef3e820,4.0,8.45,62.8,1
e4915405-4783-4351-a245-ef87e9424594,6.0,8.67,82.5,0
5a454b5e-09ef-41e5-99ab-a798fed98b9b,1.0,7.28,92.0,0
50eb809a-0c1a-4f40-a68f-e6d652d82df5,6.0,8.89,70.8,0
4386fcdb-3519-4874-9281-8aac1945fbd1,1.0,7.69,60.4,1
7bf0be70-6df2-479d-b470-bb3581a74893,1.0,6.25,92.7,0
929aacb4-8848-41d5-826b-198fd38c282c,6.0,7.24,73.1,0
5760b456-3ca1-4a60-8276-caf174ac145c,2.0,6.91,94.0,0
545a7be8-63a6-49f9-82ba-15c729e970ef,2.0,7.65,82.2,0
9f4f4382-b43c-43f7-afd6-7f42cc95e525,6.0,4.65,79.8,1
5c99da36-6987-4c0f-91ea-c1c3447edd36,1.0,7.28,73.5,0
3f481443-2b77-478b-ba13-0edd65a0ef94,6.0,6.92,71.1,0
c55164d5-fe26-43d4-8621-eac81ae95fc2,1.0,5.81,88.6,0
9a194e6c-e199-4b1d-b6bc-4c7f14f60129,2.0,6.89,86.6,0
80febf64-2e57-463f-996b-9e3a109abe5b,2.0,6.95,73.0,0
9c91ebe5-f3dd-4506-a5ec-ff759eb6822a,1.0,7.34,72.5,0
f6b78c99-0303-4774-8547-d43ef73ac4bb,1.0,5.18,74.1,1
9892295e-580a-46c4-a44c-cd835411bf76,1.0,9.66,70.3,0
dbbe3465-694d-4fc3-8214-7195c6034655,6.0,4.76,82.9,1
125db4c4-4e53-4c42-857b-9e2f5ea35ae2,4.0,7.62,75.1,0
ba709e3b-7a4f-49ed-a2b3-8f573f4f06e8,2.0,8.68,49.6,1
47e15ebf-3fe3-4f47-a31e-070a0ffd9c90,4.0,7.09,83.3,0
92c83e9c-7805-4331-b1dc-5ae8d93f90c1,6.0,7.83,63.5,1
9f545a85-3bc1-482c-a992-727ba0d9e010,2.0,5.52,88.5,1
d0b60c6f-7009-4b51-912f-efa832392c26,6.0,5.83,68.6,0
2e2b1ef9-16ac-4184-aa15-e1150f6ac482,6.0,10.0,76.0,0
af9854a3-9ec9-44ff-83f1-834da464c382,2.0,7.95,80.3,0
37d57dad-e268-4057-8a72-d0f484cfb87d,2.0,7.63,86.6,0
f520acfc-42f8-4810-9793-1442a4009adf,6.0,8.19,82.0,0
de59e297-4917-4419-9ea9-993422cefcf2,4.0,9.0,88.9,0
462f96fa-ebb2-43c1-a1a7-90d65999932b,4.0,7.75,93.2,0
61ce7a25-8966-4297-b408-3fb30cbc9394,2.0,8.68,90.6,0
ed3cb4c4-51b8-4080-80b2-41dbfca48bad,2.0,5.71,66.7,1
15035786-a854-4712-ba07-482404db9f3f,2.0,8.66,79.6,0
f19a3f7c-62da-4bb6-9006-cd08dc661cd9,6.0,7.09,80.1,0
6dd58b53-2cc0-4281-acca-3b74475ef268,1.0,6.9,78.6,0
1b298305-c00d-48fe-a978-77e6d1094380,6.0,9.18,80.1,0
5c01ce5e-5490-466c-8049-69144542083b,2.0,6.09,66.2,1
0878c386-776f-4526-a2ad-676bcf927e67,4.0,7.52,74.1,0
19d1eb1c-0a4d-4c18-8ebe-285b2645cf18,6.0,6.4,86.8,0
f7a70478-994f-4ebb-9078-73b5e632c2e8,4.0,8.28,77.5,0
5044810a-2a6e-4956-8c77-4f38cb201e6d,2.0,6.62,89.0,0
de8b3d49-9000-4783-844d-7ec5a8748326,2.0,8.29,53.3,1
78cd1b79-c9e7-4568-aa23-5d2ed5bbccd1,4.0,7.1,95.3,0
94bc0fca-5f06-450c-b0e9-dd58fca94c97,4.0,6.16,80.4,0
fc3b8e2d-585f-4339-8e49-7058af1b1d72,1.0,5.86,70.9,0
bb8e640c-1366-4e43-90ab-77bf5c234dd3,2.0,5.06,68.9,1
733ccf43-f0e7-4ca1-83bd-68726181d40b,2.0,6.7,80.3,0
7b6a435e-5b61-4f0f-905d-dbe4d65d6a6e,4.0,7.43,81.7,0
b409980d-b848-4e6b-bbdc-27f8ca6f737f,2.0,8.18,88.1,0
3a973ea2-3aae-42ab-a6f4-08b003ad2ee4,2.0,9.17,98.0,0
7ca17941-3c21-4b0a-9b19-d2aaeff6064f,1.0,7.09,83.1,0
75f6feda-a267-4ed1-82db-b6720c8b1a9a,2.0,7.74,80.5,0
681ceb05-05e2-4070-9704-4ccebd48bd69,6.0,6.13,75.6,0
1a1914dc-b273-44ac-93b0-c80a66e61e2a,1.0,8.81,95.8,0
9e56ef89-0c52-4e04-beff-14496aa1f6fa,4.0,7.22,66.7,1
778578b6-1155-4bec-a488-eeb9e81ce5f1,4.0,8.23,65.7,1
2eea3025-aa4d-42d4-a953-41265cdda874,6.0,5.16,91.6,1
80bee9cf-5d06-43f6-a324-125c4ca2ad10,1.0,9.57,83.9,0
bb43d93c-a820-4dfe-a1aa-361f41b20946,2.0,9.59,72.8,0
12ffdd35-1983-4516-84ba-e5c05354fd16,6.0,8.11,84.5,0
96f05d64-345a-4f30-ac9a-a5d401c71c6f,6.0,6.04,91.3,0
6341c91d-9a0a-4d79-a295-60e839398818,4.0,8.47,81.9,0
93e5f693-9a5d-499a-b901-3598de01014b,4.0,7.55,63.7,1
accd7619-ac08-4835-8426-136eb7053b09,4.0,6.25,77.3,0
2ff85deb-17c4-4678-bbba-bef09bfbd6fd,4.0,7.83,65.0,1
de6ca32c-428f-45ad-976a-a3f61ebc016d,2.0,7.16,72.9,0
1214d0da-f248-4f36-b6ee-77900a8b47d6,4.0,7.01,69.8,0
e704dbba-bc2a-41be-aacc-e8ce808b7b26,1.0,7.42,75.3,0
c11e2f54-f779-459c-9e59-4963c963e881,6.0,7.35,80.0,0
3b63819d-439e-4ae7-9d6c-69c928793169,2.0,8.45,75.3,0
74975483-214e-4eda-ab97-a64efb13fd3a,2.0,8.35,94.7,0
4e96ea77-5242-4382-898d-9f1cfb44a5e6,4.0,4.6,88.7,1
e84d89a3-3147-4bc9-9ab7-131ead64d534,4.0,6.26,78.8,0
12b0d6ad-02f8-4ffa-9bff-8ef330ba9b8b,1.0,7.59,89.6,0
a8881a5f-4bb2-45f9-b358-c6b2898e665a,6.0,8.8,78.4,0
0588db62-528e-44a0-a7db-027039547cc9,6.0,7.26,55.3,1
883d1cc7-ac81-4116-9ab8-274d4318b8b6,1.0,7.25,69.7,0
448f32c5-7a26-41b8-958c-65ccbe83f8a4,4.0,7.46,73.3,0
41a4e6a1-4087-465f-8dc4-eca61769e22f,6.0,7.12,78.5,0
0fa32671-9012-4e5f-9e0a-080e0f7b5beb,1.0,7.61,71.4,0
6177cef9-10f8-4313-b0e2-689a49a1a8d4,6.0,9.87,77.2,0
2703ba50-5baf-43b7-bac0-c2d67bb4cda5,2.0,7.94,74.1,0
75918ca2-6a21-408d-ac63-e5de188154ce,1.0,5.07,81.8,1
a4c5b46d-c9f2-414f-a0b2-91c1ad2383d5,6.0,7.76,79.1,0
0dab6e6f-c53b-4063-8afc-0ed98aad91fd,6.0,4.5,93.4,1
42275199-7471-4736-94e5-41bc47f40405,2.0,7.95,82.9,0
9fcd698f-e508-416e-90f0-bf4997ef7573,6.0,6.87,64.7,1
f7518e2b-9882-4471-a67e-228189eed01a,2.0,5.21,78.9,1
95037317-458a-455f-9702-95f7c1a5ea36,4.0,7.31,81.8,0
8fe19e1d-f84c-4a39-8922-3fcfae1a4a33,1.0,6.41,83.0,0
ff437719-5046-453d-843e-628f739b47c5,4.0,6.62,82.8,0
17f46db7-ec9b-4fd8-a527-b0f0bdaabbac,4.0,6.66,75.0,0
4e8acbac-a6f4-4059-a671-eead236c95da,6.0,6.27,77.0,0
2558e420-74ca-4615-adc0-653af7be501b,6.0,5.85,62.6,1
661cd282-beae-4ca4-98fd-00aed4f56835,1.0,4.5,81.6,1
1c526e5f-5625-47d5-980a-18537732ee20,4.0,7.18,76.0,0
d83fa806-d07f-470a-8edb-d07e29008a53,6.0,8.4,71.9,0
95225e7e-5ef7-420f-a5f1-41349acc160e,6.0,5.17,75.7,1
7bb988a3-2d40-478d-a082-050dae71947f,4.0,8.17,75.5,0
c1942ffb-178b-43e8-b25c-2261a2fafb15,2.0,7.22,73.4,0
9d306591-85b0-413f-b465-9dec20a52ce0,2.0,7.51,76.5,0
1f1d2a35-1920-4d99-8b6a-c2d552ce37cb,2.0,6.42,75.4,0
95b069e9-bb66-4498-afec-710b5cf149e8,6.0,9.26,71.3,0
e7331a31-ce9f-40b2-a318-d4d4757c59ed,6.0,7.33,82.9,0
4a9c827e-4f21-405b-96d1-2fa16cf3c9e2,2.0,6.28,78.1,0
312f8616-7c11-4091-a381-a18e9111c559,4.0,8.2,78.6,0
b5d6968a-5873-453e-a6a2-534d7cbaea93,1.0,7.68,69.2,0
3a44ec3c-dd33-41e6-b043-bb7ec9c58683,1.0,6.59,86.6,0
12ecd442-52e2-432e-b9c5-436aa62ab373,6.0,8.19,77.3,0
8e48936a-48b0-4cd4-aca7-8a60f3d82a38,6.0,8.86,79.7,0
f6330253-6ea8-4ef7-a826-76a4e5f290e6,2.0,7.37,67.7,1
94839a0a-17c3-4e71-9c30-c5fc1d0c1b12,4.0,5.47,62.3,1
b78b6641-2d3b-4d61-a25e-5b70360aabc5,1.0,7.32,70.1,0
48fb2dfb-66c8-4082-b603-925c2121bb34,6.0,8.82,78.9,0
9b750ad9-9ae5-4f3f-bdd3-a60f23ba1f83,4.0,7.31,91.5,0
78909ea2-6855-49d0-bab9-321bda3984dd,2.0,7.67,80.7,0
4589164c-d275-47b0-8c9e-f9fdb74594c8,2.0,6.12,77.2,0
1df0ef92-2c69-4e66-87da-62e8185dac87,6.0,7.55,81.9,0
e52949df-5928-4aaf-8e10-4ef6cdcb6d23,1.0,6.23,92.1,0
c9f54af6-5ba7-49a6-b967-db9c30bcc087,4.0,7.91,73.4,0
b202b3df-ac05-4fce-b02b-68c6b6b9ec4d,6.0,7.43,91.4,0
e6e9a470-fad6-41c1-ad29-6ece296a80bb,2.0,7.68,82.2,0
16383687-f45e-434a-afaf-d6a562f498be,1.0,6.52,94.4,0
117e01b1-419c-4978-8e31-27aeed6b520a,1.0,8.17,83.1,0
3b3054d6-369d-41fe-b36c-3954a9b0cdfd,6.0,6.75,97.4,0
14782e0a-46cc-42a7-9b74-f972af5f186f,4.0,4.91,80.0,1
e709cd63-0940-4942-9a2e-6279b5673342,1.0,8.6,85.8,0
6b907d9a-8065-474a-8bad-7551122e8c1a,6.0,7.07,89.9,0
39bf36b7-b053-42c2-939f-c419bb61b575,2.0,6.02,72.7,0
37b6477b-72eb-4463-996c-9a0eed5f9613,2.0,6.42,90.0,0
894ef0d9-6824-4d59-a097-f3d413892740,1.0,8.12,72.0,0
e36650ad-b473-4508-88d7-99356c7cd0f5,6.0,7.37,63.5,1
6ab4f569-a668-4546-98c7-272c06409571,1.0,6.68,97.5,0
df61065c-0a4f-4fb1-9b92-e86c88aab30e,4.0,7.98,79.0,0
b4f3fc08-dfc7-407f-a48a-e9995cb85ade,1.0,8.7,60.3,1
8bc81522-a65f-436a-b15b-e30e34ba369d,1.0,8.72,75.7,0
8c0dd4b2-e2fa-4dac-9c61-f71cb9fca72a,6.0,9.26,91.3,0
6833a84b-cae2-4f55-aeee-c22d71848337,4.0,7.07,65.4,1
0a18551c-62eb-4cd9-a3d9-6f7eb2cf2b1c,1.0,8.38,79.7,0
261a1c6d-ca73-48e8-ad71-ff4321c7569a,1.0,8.08,85.2,0
8326ecc9-b00b-483b-b032-ed78852796c1,4.0,6.7,72.3,0
466ca839-b689-4476-9d1f-ccbc87bdbbd6,1.0,8.71,74.0,0
150cf0cf-578b-426a-98da-b9c6202ffe78,4.0,8.6,57.9,1
1b72a24f-b08f-49a4-a035-c9407cfe0e5f,6.0,7.59,64.6,1
328336ab-7588-45a7-8ac0-422d2245d8b7,6.0,9.47,75.5,0
4614f111-3026-4243-876e-3ce750ab5594,2.0,6.87,60.5,1
778b9820-9219-45b9-a52c-b41646381bb9,6.0,7.46,98.0,0
0c5aa003-a3ff-4fda-9e60-5fa595d77120,4.0,8.56,93.5,0
42d9c168-fd14-43c0-b16a-ee1a15541af1,6.0,5.47,85.2,1
713e38c0-a659-45c2-b1c0-a721df3d791f,6.0,10.0,74.2,0
b0d6e898-db9a-4a7d-8e83-e1411e202459,2.0,8.37,78.9,0
09430dca-fd8c-41d9-a410-b11374f07e3e,1.0,6.59,56.7,1
2f25aea6-f628-454d-94da-c033a75d09f7,2.0,7.72,91.3,0
3a493c90-6eab-4969-8522-1072ea4620ca,1.0,7.98,78.1,0
aa83ea2c-6542-46be-8585-263bd02f139a,2.0,7.29,78.0,0
e04fdc39-93a8-42ed-8364-226fa8743f77,1.0,6.5,77.5,0
7d968e88-bbbc-42ce-88ea-a4568137d982,6.0,8.46,84.8,0
73e3e45f-f043-4023-8fd5-48b1b21973ff,1.0,8.5,68.0,0
c644ae21-03f9-47ac-888a-e9adcc3bd5ba,4.0,6.02,78.0,0
da621c33-de01-4eb0-8abf-eec98a946ebc,1.0,8.09,79.8,0
b69a176f-47a1-4ef4-9c21-1a8675f39902,2.0,8.07,80.1,0
6e21abd3-580d-4f8d-8855-8df61c01bb7f,1.0,9.83,85.5,0
d3fb4855-a101-4c14-a94d-ecd97e3191b6,6.0,8.26,70.2,0
f2323f7e-f5df-4968-9088-7aee14f4eb31,4.0,7.51,65.5,1
