id,student_id,overall_score,technical_score,aptitude_score,coding_profile_score,recommended_actions
542b9f55-4a8f-4a98-b536-e9a6b0ab92c8,adb162ca-3c48-4063-a1f7-004a5a975fbb,77.9,70.6,85.8,79.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
32f33ed0-8df3-4f59-912a-c8e54c4d411b,600a7614-8211-46e4-82bf-c0e719fb0c3a,76.3,76.2,83.2,69.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
fb80b0c9-d422-42ee-b02c-49ef6fe772cd,03a9127e-d63e-41b3-8bee-89755be92428,67.0,69.0,70.1,61.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
586dabb4-3d30-4c47-96a8-4467f64539fd,ebb1915f-d328-4e0e-b86e-956ee6fcd97c,68.3,58.9,90.9,58.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
d5edaa2d-f0a1-42ff-ade8-7a24cdb53de6,5d86059e-9ca8-4411-b11e-8b27b76b339b,52.0,46.1,52.5,59.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
150a2b04-d35c-4675-becc-d8e9661776da,4a1f8d7b-dbcf-4242-96c7-ef9d6aeb0e10,70.9,61.4,90.3,64.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e0fbeb3d-41d6-4e21-876a-c347d27b15b1,66e3c9d5-2d66-4671-8e86-6cba5ad48d76,65.1,65.5,73.5,56.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
4195b0ce-e85f-4db2-9fba-a89c7d1f6e83,8700c3f7-810d-40ef-b49b-ed095aa26a5e,78.3,80.8,68.5,84.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f9cfa4c7-6cbb-417e-a3a3-714d49f20f61,f7778b69-42e0-4d77-9d5f-906ab089a863,77.8,78.2,81.8,73.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
61aef2cd-09f9-4407-af51-a44ec7be893a,9461c275-9e50-4dbf-844b-fdcec220b20b,74.7,75.7,85.6,62.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
48c46219-8ae6-4aae-8747-a1008f3f3caa,1a6b449a-6f07-41ae-a808-2a1777a873fe,68.1,72.7,60.5,69.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
49628c55-c0e2-4183-99fe-966ad8b1a798,4886a7ec-9f8a-4141-812f-7adc1d815651,69.5,77.8,61.6,66.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2a854353-ef53-49af-a01e-3963c1141c7b,13ed051d-5b51-4aa5-8842-81d0e5806f5b,80.2,79.2,69.9,91.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f3f8966d-d2bd-4bb5-840f-e21b844e8ea7,ecca7626-ae07-4f23-80da-9ddb1c516eda,73.9,84.8,61.1,72.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
3978a461-7437-493f-86f1-7729719a579c,ca77b9b0-3cd4-46a7-a0b3-c823780bf8b2,57.8,57.7,47.1,68.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
a85de5de-4da6-4b67-ab36-a85bd416c9d4,c6d291b4-cb0e-437c-8f0d-247676f2cf42,62.3,60.8,65.3,61.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
07f7bb22-c843-4226-9f46-5bc5484591a0,260211ee-937c-4df8-8848-9c1a0478c2f2,73.5,72.1,73.4,75.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
5cf4d5a2-1e92-4b36-a795-8899a056579e,c8749c2b-b4ff-4f32-98e9-7daedb9e2ee9,65.4,62.3,58.9,76.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
1924d561-d1fa-493a-9083-e4fa765f6136,6e59252b-8f4d-4b5a-8e11-c84524a75f63,57.0,50.7,80.2,42.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
81859c52-f1fd-404e-99d4-a89006ec2da7,22269da9-6a06-4549-9c7c-daa80bc404d3,88.1,83.2,85.5,97.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
092e70ba-ddfa-4aab-a245-eaca0a3c8433,32c44be7-76c1-4d77-a22e-66f87fb71acd,72.7,71.0,84.6,63.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8eb1fe6f-9c0b-4a1c-a504-2dc7f3de0244,a11c7b94-3d35-4dcf-b26b-40a14c9c4994,45.3,34.1,64.9,40.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
732d0038-2565-4b0d-9f44-2a5314347c00,98ce75a1-d148-4552-8946-5b38883ecef3,71.6,76.6,70.9,65.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
5df3dd9f-715e-470c-9113-c8026169c4bf,4bf65490-9937-4be1-b20c-5e676bb7785c,73.8,77.6,70.9,71.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f6ad64f2-8378-49f6-8628-4791a3f02575,9a37bd95-c5e9-433b-a1a2-3a7c10975b01,79.8,77.2,92.8,70.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
6f5b86b6-4208-4633-a5ed-3adfdb3f82e8,db938d4c-c25a-4cac-bd69-6bcda93aa4cf,71.8,66.5,81.0,69.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8993fd88-62df-4435-8682-0e6bbf2d4bdf,44e310ef-e692-422a-a593-c9867b6155d8,86.5,89.0,83.3,86.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
9b20129d-ef9b-46ef-9e35-a7402faa2044,08a3fd49-db4f-4293-9631-cbf8c89d0a87,65.0,63.3,79.4,53.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
fe0bd6c5-d4e5-4617-8b92-b50ad7c7f4e9,af70f11a-dacf-4a55-906f-d0f616848658,68.1,72.1,70.7,60.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
9484eb4a-a82f-48e5-8c47-40b8131cd8d1,d2330171-f678-4f36-aee3-060fc9493057,77.0,73.2,88.2,70.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f30ad6f5-7355-48c3-a914-97d9d2d1d878,3ba6bb55-fb55-45c1-8c1e-5c545095c667,73.6,80.4,69.9,68.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
62843c2f-997d-42a1-b878-ab5730fba831,f8bd4c71-45ff-4dab-b2d3-bbf1ebcd193b,78.9,72.5,89.1,77.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
d0c35deb-9f89-4ca1-916c-7346e8f0f380,19139439-ffbf-483f-ba8d-7ac63c091b03,81.0,81.8,83.2,77.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
467b9f17-91eb-4834-bb58-4927fe8df668,2c31b150-b3c4-489f-8693-6013b9436ffe,73.3,70.7,76.2,74.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
4427be5d-e9fc-4462-a392-3392e1df5dc5,3f585e7a-a76b-4a8c-94a4-c4043f78aeee,71.3,78.2,55.0,78.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
330f01ad-6add-486a-adc2-5309b01c4874,03a9826d-4b05-4977-b633-909e5cab854f,75.0,79.1,70.8,73.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
7abd91a6-5e8d-47e9-a700-9667ee9dc9e9,be804ffe-7b1c-4afb-be73-892ffdcaa995,85.2,93.1,60.0,100.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ab1cb50f-4002-4ec9-9247-b013ef86fda0,fe7d693a-701e-4722-b742-b18e299411ad,67.1,52.2,93.4,60.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
c9b94a47-7b5f-4ff5-a42a-b6626ad46d7f,2cd8aded-286c-4d6b-aef9-d3f737ee116f,69.2,71.0,79.0,56.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
9b16ad9b-0414-4bff-aa67-9d00cfacc876,4454e29c-1b68-4767-aaef-cb16b89997b4,63.8,59.2,75.6,58.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
5a331ca8-6a42-47f7-9511-c9cec9374d66,8afbbc17-5de9-41d9-8309-09ea87c46621,66.1,64.9,68.0,65.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
7a784e4b-7c1b-42ff-be44-52f99ee911dc,4117a364-ae31-4089-8541-dac4555bee96,73.7,67.8,93.6,61.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
73d6d8f9-1d6b-412e-9f79-9ac47e036835,bda3289e-fa56-487f-ab01-2addfa83b70f,63.5,58.5,78.8,54.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
cdcdf48a-a41a-4877-81c0-beb234c350db,6100bd34-64d4-4824-9fc1-d2a28fb1ef85,93.3,100.0,77.8,100.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
96b6f88a-1bb1-4c74-909d-b3b96a0637ea,1bb6f043-1c46-4430-890f-7bab8ffbd88f,82.1,88.7,74.3,81.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2e27561d-9180-4d52-aa21-4991a731b28a,eb92fbf1-8d20-4f42-872a-8aaa1edb0d66,72.0,73.4,83.5,58.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
792882b7-4b95-4c1c-bea1-4dd1049cfbec,bb1407aa-54d3-4443-bcf8-26a6e4b53711,68.3,59.2,77.3,71.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
de0dcc70-8b65-4306-9cf8-ef1385a7cdbe,c09b927d-fe3c-4e8d-a157-100cef49d473,62.1,60.7,53.8,72.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8a1fe782-2200-4cd6-b87d-26a422f2e334,a85f56b6-d3e0-40ad-8013-54d17dd157d8,83.7,100.0,45.5,100.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
40b5ff1f-3f7a-4643-8c5c-6fc52fdf0fc5,409cf411-6e95-4cdb-b382-448abd0c129a,73.4,70.4,85.4,65.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
21148a68-0b2e-44e7-b844-d77cb254a6e1,bef769fe-c1a0-4bf9-aa74-75899f4c4c31,80.2,82.8,76.9,80.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
011175c2-e958-4438-a2bc-29d63c54fdb3,cbe48a00-dba8-4941-8877-14b9d4018bef,69.1,65.7,91.8,50.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ae14bb15-77f7-41dd-b465-e35335bd88a0,51146eb7-964c-49c5-b017-92e613faf320,77.8,82.7,79.6,69.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
fd47906b-df34-4c7e-8541-ba0db5cc7231,d689ac4b-bafe-4de3-afc0-e804c2580239,56.6,61.5,56.0,50.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
080a2537-c136-4d06-897b-ee72a767e579,ad1cfaf1-754b-48ad-afc9-65092927ffc7,60.0,56.8,80.2,44.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
0b18de5c-7834-43bd-b746-def03c001c73,c1083a62-3b14-4f0d-8ffd-1c6cbaae1aff,57.1,56.8,55.3,59.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f4fa454e-5352-4d64-816b-cb6158b08445,f5a9cfac-58d1-4b44-9fe1-0b48e485a3ec,67.1,56.4,85.3,63.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ec82617d-2d44-4106-9eaf-4c99a756aa1a,4fc2d90d-1585-4489-9ff9-6efd2aa92b0e,77.6,77.1,91.7,64.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
eabd9125-011c-42bc-bef8-cb774f4e2d55,fb2c6ae3-df5b-4ce9-aebf-5328b0399ab1,75.7,70.4,89.6,68.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
a352fd4b-4d6f-430b-9f7e-5d18987438b9,6acff061-b26f-4ed0-b643-7e8744c10050,67.4,64.9,81.4,56.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
fd7c0316-ea9e-430e-914f-183dfbd6dfb1,2de02bf8-dad6-4d6d-b1b4-371757677280,64.9,70.1,57.4,65.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
902d571a-d5e9-408a-b3cf-80bcfae37857,53e1e785-d6ed-4904-a0a3-d5d5fbef2753,46.9,45.1,48.4,47.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
3dcc02a4-fef2-4a6f-8b44-88c4391eb646,95a87c74-750e-4a67-a9cd-e11e462e8260,69.5,69.7,59.5,79.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
cb7f9faa-07cf-4375-b9df-d4ca41564ad3,2fb2c8b1-e864-4ab0-9271-1d083fe14749,67.5,70.5,58.8,72.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
7f6acafc-8332-4252-98d6-217bfa0900d5,fabd70fc-d6f2-4cc4-b34c-1379e85b960a,67.5,70.9,65.4,64.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
25a018eb-7e16-49b1-926b-a0fbded3d326,6b8a2c7d-2352-4224-b0d2-449f0997b999,85.2,82.0,90.7,83.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e53ebc32-33c0-4cae-bdbd-870cba570f5a,3429e66c-34c4-4c6d-880e-b1533d5cc61d,67.0,64.4,86.5,50.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
62fe178f-e417-48fd-93d3-092afd284622,2d35b1f4-f239-4d0a-8fe2-6dbd3991554c,77.5,75.0,88.5,70.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
cdcd63c3-bed6-4335-98b5-9ada14814b16,121dad7f-adcb-4cfa-98b0-086aeca4ac60,74.8,73.8,80.2,70.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
39b19e7f-0fb8-44e9-92b7-fb65ff0b2edf,2627b2fe-5f07-4dc4-9587-597de2848dc9,59.4,60.0,69.9,48.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
7997c1aa-259a-4d0d-83c4-56a574ebe960,0c7864f5-f70a-4ef4-9532-68be5cec2413,68.4,57.4,91.7,59.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
b12a1c3a-1b60-45ff-a2b2-8debd5bd2d45,06d36a42-a4bb-4852-8940-4dcf346b5523,70.5,65.0,77.7,70.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
62619925-f196-4d34-a106-889f77d54473,e5daf360-227b-4498-8be4-f6377838e453,83.9,84.7,69.4,97.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
775cf694-4ce5-4d88-83ec-c5f975fe2e9c,e7f7794c-9349-46fb-90c4-5d880bce28e9,64.8,65.4,76.5,52.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
c6b66284-de82-4bdb-9e22-c7d4b60a0d26,ca0d8d1c-f746-4896-a363-530b495079f0,52.0,49.4,72.6,34.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
036cab21-6ac9-4abd-9cdf-108aa8089145,eee4b532-e095-4ce8-b5bc-7563e68b3e43,91.7,97.2,90.5,85.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
63f67681-e7cf-44a2-ba9e-910f70d4834c,6078c613-ddd0-4405-ada8-7d19958af0ce,67.7,70.6,64.8,66.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
eaddad5d-6974-4122-9826-b65d0de22ea0,feb55156-cb88-4ab3-b9f6-de2ba4ee6975,85.8,81.5,87.9,89.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
0e3a7288-3fb3-4ea3-9c7c-6631f1840c45,ca34d703-c5f0-40d3-b570-d57728c74960,62.4,60.0,70.0,58.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
bb416459-a605-4846-b5a4-332fa0a9c300,4e031b12-b862-41df-8fb6-89dc46a11145,77.2,68.9,91.2,74.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
09739b84-93a8-4139-878b-6ddfea59304e,511dc1d1-cdaa-440c-9440-19f6e47c84c0,80.5,88.4,60.0,90.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e9eb6142-5a61-42da-8d28-3fb51c063336,0c68f883-aefd-437b-a79c-b3228e962429,57.9,61.2,62.3,49.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
1f8552b9-4aae-4cb0-8196-b49840de3208,6ff4f702-9890-4b07-8aad-27a23d83a88b,77.9,85.9,67.5,77.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
53c77368-f9a7-4aae-9b97-f49899842f69,9e1d912d-ca84-4fde-a46d-a190e20223b8,68.8,69.1,80.7,56.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
209d005e-88ad-4ec1-9da2-0d719845e87c,226cdeb9-2944-4b73-a8db-c0a09e1d6871,60.0,65.3,58.5,54.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
97be3269-b546-4191-9361-a3de00264736,a12b4220-8d69-47ee-b2da-fbe283d107bd,81.8,76.1,84.2,87.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f443519d-0e10-4fa5-a35e-3ab93ccb87ec,da4c690e-a178-42de-83ef-56798b0b6ebb,68.1,77.3,53.5,70.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
3a386d73-de7d-4b1d-993a-599fe4a947d8,84b1ec70-0060-4429-ad11-d1b7321a067b,75.8,66.0,92.2,72.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
d426ca33-378b-4394-bbc0-f8a2ec2580c6,c53c0eb6-6619-4fb1-9280-7ac1349f6140,72.3,71.2,64.0,82.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
c045cc92-4ec3-4ecb-bf65-2eb7b06efeb0,781ab867-85b4-4a89-b657-2560e8e11e9f,60.7,65.0,53.9,61.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
9f42e652-1950-4153-b932-4eaf30ad05a8,7effa285-57fc-4580-9cfb-a36daee85193,69.1,63.3,91.6,54.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
77763a73-b57a-46d5-afb9-3341fae95a6c,13ae7278-6bc5-4b1e-8115-0796e715a34b,76.5,81.2,59.6,87.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2671a675-4ae0-4283-9ca6-9223d7a22d91,c29d5a7c-2e78-4cd7-99ba-38b001cfbfd6,69.7,68.9,84.5,56.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2e5be87d-f65c-46a3-9e50-f2af390667e9,7621896b-a702-43ea-9b6d-0b3ada0972db,60.9,49.1,85.6,51.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
67dd525e-ef76-4464-86d7-b2d5684b6e5c,67acaf37-09d1-4ba8-9fb0-589c1c22065d,69.8,77.5,66.5,62.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
5d61a9af-1e9d-4287-9a12-b26118a693cf,3f2306e8-733e-42be-991e-d9bac41e3a98,49.8,56.5,46.2,44.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
98e6e9fe-2a61-4f8f-8698-d0df0075bb87,cd3921df-af1c-4e1a-a800-7743ad60fb5c,60.3,64.6,62.4,52.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f178942e-7dc1-466e-b554-60fa275d22bb,7d636658-44c2-4756-96e6-697014364165,59.9,63.9,62.2,52.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
4268bf69-8fe6-4257-85b1-437742b63e15,2c9069d4-9a88-4ae7-99e8-4f8be0e22fc2,66.8,66.6,76.5,57.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
1110e024-9b97-47e6-b774-e1d0c9bcad15,e9abd609-e222-4a3d-8c98-cf43455ef66d,55.7,58.5,55.7,51.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
b6226f00-7aeb-422e-9089-8f5bbf10e9b0,33dfdc25-fe94-4ab8-97a9-9d843eca1d1a,73.1,68.7,69.5,82.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
a619453a-34e1-4c5f-ba2b-afa34ae890fe,cf725189-0502-4882-be60-f008746364e9,72.1,63.6,85.7,69.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2e0a005b-4d01-49ee-9bae-d92ed7d14c7d,b289de15-f628-42c0-9b31-6f3c9c25c66e,56.5,58.0,63.7,47.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
39d347d0-9312-4f94-9e3d-05317d681c8e,1e1eb656-7ac2-4ba4-89c5-b9071f823d86,58.2,55.4,54.4,65.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
48c9aaf2-81c5-482a-a57a-4b82e1691bf9,d85e8fca-bbb2-432a-922e-f426346f1357,65.5,61.0,69.6,67.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e31607a8-c415-42cd-9d82-76529f7f90e6,05aff4fc-0ef5-40ff-99ad-8b7c67374707,44.6,42.3,56.2,36.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
28c0272f-b670-480d-868a-4a765792e854,6cd7d8b3-c3af-4e50-8560-b1df0af0c3aa,71.3,63.1,82.8,70.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
c1945559-98b2-486d-b8a4-7c48b0b22a6c,89ffb026-0aa3-4fe2-900d-586acff84510,86.4,83.4,95.0,81.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
0efb0f61-6bc6-4c5e-93c5-9de3b7aae4a1,a2fb666c-3ad8-4c6e-a3fd-186b8b563569,58.4,64.9,52.0,56.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
69be4128-3a1a-40d0-850f-3b029b104cf6,196f7491-0a87-49ba-bfdf-da1fce407e41,64.0,64.9,59.6,67.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
047ba26d-1906-4390-971f-042b3fef5b93,1d6c3143-7e5b-4247-af44-b4738b1ce4d4,92.9,99.6,88.4,88.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
7b7f6c3f-993b-4a55-95fc-a0f267a6c198,5a991d9d-7d71-4b4f-a3d2-fef8d9bc66cc,75.5,79.2,73.9,72.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
381b1015-1b7d-4e5c-90e7-ea68332ea80c,b89da6be-0137-449d-a852-44063465cce8,63.1,70.2,61.4,55.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e91898f3-743e-4686-9072-e635f35ca5a5,ff5cf24e-86e2-4b6d-8bd4-08c0725e1f1c,68.8,64.5,64.9,78.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
fbe4f129-d307-4481-8fe3-fc28d210b056,5e6e508c-86eb-4621-a320-03ff96bef7bf,63.0,54.4,84.2,53.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f2d397da-3fbc-4c12-830e-549230b4eaf1,7d009897-58e5-4e80-b790-233714da2324,87.2,88.2,91.6,81.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
b351793a-4bd2-4bcc-9a29-17216e8deecb,0e915a9c-5f50-4427-9524-e51633f06ad9,55.7,51.1,60.3,57.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2fa214a3-cd35-4e4a-86db-b6dedc94800f,32601f4c-ac26-46dc-b11f-f30daa1e54e4,65.9,71.7,67.3,56.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
25f1b590-5b5b-4362-840f-82c901f38e28,85255be7-77f6-41bd-8cd2-92739befd69c,61.6,68.2,50.2,64.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2ee73cbc-bc4d-417f-ba6e-c2dbec7a528f,c2333b31-09ec-44b0-b676-c9154914e222,62.1,60.7,75.5,50.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
16f4bbc7-7be4-43a5-964a-63eb73947891,6eb783df-851f-4b52-a38f-06c17a232bcd,60.5,69.0,52.0,57.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f0555425-57d5-4cfc-95f2-536f725f1927,52af834e-801d-461c-bb7c-4625f9a73384,71.7,68.9,75.0,72.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
03dd05fb-ca9d-457e-9caf-b66c3985c50d,38982a79-49a1-412b-b2a1-174290b886e1,82.2,77.5,84.2,86.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
a56c4e3f-75f1-44d7-805b-1bbc007a6cdc,f0ea0fe2-f9e9-4a52-ae84-3efa8051a3be,67.7,79.0,45.6,74.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
22879395-aa5d-4cd9-b26c-f210b910c8ce,fb548331-f4e9-4ad6-bf26-6c49b50598aa,68.2,67.9,83.5,53.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
0995f55b-082b-4792-8feb-78fd03e48457,ded5b364-8588-458e-a9f7-e2a193883775,74.9,74.3,76.4,74.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
de577dc6-4b23-4fb0-9c7a-524decf1afc2,ca239e5a-e87b-4521-8602-e18c40dcbded,55.5,52.9,49.0,65.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
5ac0a6cc-c00c-46ba-8eb3-721260742e88,3f0c0058-6e4a-4577-8cd3-5838c6a78ae9,59.1,50.0,66.9,63.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
023bc1e3-2da5-43d3-bef2-ff7947828928,37ded831-df02-41b6-b566-5b713bf15bb6,59.4,47.8,80.4,53.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
