id,student_id,semester,academic_year,sgpa,credits_earned,credits_registered,backlogs_count,result_status
ae381661-4d66-5026-ba8f-e030be036743,0e915a9c-5f50-4427-9524-e51633f06ad9,1,2023-24,6.11,20,20,0,PASS
504a2099-8812-5963-b9c2-f8cf1a56a809,0e915a9c-5f50-4427-9524-e51633f06ad9,2,2023-24,5.85,22,22,0,PASS
b5532cb3-7f92-5984-b202-3f8f1beb7265,0e915a9c-5f50-4427-9524-e51633f06ad9,3,2024-25,5.46,22,22,0,PASS
8b61ffa4-085a-56f4-b947-6d48cab8c3ee,0e915a9c-5f50-4427-9524-e51633f06ad9,4,2024-25,6.61,20,20,0,PASS
2502bb15-98e0-545a-8d22-95086faf4c97,0e915a9c-5f50-4427-9524-e51633f06ad9,5,2025-26,5.5,22,22,0,PASS
3b49b860-67ca-5e5b-821a-bc08d70c7901,32601f4c-ac26-46dc-b11f-f30daa1e54e4,1,2023-24,7.73,20,20,0,PASS
53477765-b616-5fb9-aa18-77349ee8bf80,32601f4c-ac26-46dc-b11f-f30daa1e54e4,2,2023-24,7.99,22,22,0,PASS
3dabedc6-8711-5627-9238-af38a5cd5ad8,32601f4c-ac26-46dc-b11f-f30daa1e54e4,3,2024-25,7.74,20,20,0,PASS
35b3d5b5-6a6c-5710-ad8c-052edc1434ad,32601f4c-ac26-46dc-b11f-f30daa1e54e4,4,2024-25,7.46,20,20,0,PASS
237045c0-8672-5f25-b744-1e70e00149e4,32601f4c-ac26-46dc-b11f-f30daa1e54e4,5,2025-26,7.5,22,22,0,PASS
a288c55b-b1f5-54ba-a0c1-08f5d3a78396,85255be7-77f6-41bd-8cd2-92739befd69c,1,2024-25,7.02,18,18,0,PASS
d61b4c39-db20-5bc3-b4a0-46f5f90f7b73,85255be7-77f6-41bd-8cd2-92739befd69c,2,2024-25,7.61,20,20,0,PASS
16ed5223-a52a-5270-aca3-800f04768684,85255be7-77f6-41bd-8cd2-92739befd69c,3,2025-26,6.32,18,18,0,PASS
0ec920e5-3dbb-5ffd-928e-1dc50dbe9a21,c2333b31-09ec-44b0-b676-c9154914e222,1,2024-25,6.39,20,20,0,PASS
209e022f-c469-5b6a-b870-6a9a6af32a07,c2333b31-09ec-44b0-b676-c9154914e222,2,2024-25,7.0,22,22,0,PASS
dd938bf6-9af4-5aff-9e65-10226934af72,c2333b31-09ec-44b0-b676-c9154914e222,3,2025-26,6.1,18,18,0,PASS
84ceaaf5-d44a-5b39-a48b-61f7ac794aa0,38982a79-49a1-412b-b2a1-174290b886e1,1,2025-26,8.09,18,18,0,PASS
f3744323-9647-5013-860b-d80de30ad844,f0ea0fe2-f9e9-4a52-ae84-3efa8051a3be,1,2023-24,7.77,14,18,1,PASS
97266db9-a12f-5b6a-8074-d9ea67a15d4b,f0ea0fe2-f9e9-4a52-ae84-3efa8051a3be,2,2023-24,7.49,16,20,1,PASS
1fe7d9db-6c95-58e0-a794-720e46b9ca61,f0ea0fe2-f9e9-4a52-ae84-3efa8051a3be,3,2024-25,7.68,22,22,0,PASS
ad739a54-b0d7-5582-bae5-ca57f9601b3e,f0ea0fe2-f9e9-4a52-ae84-3efa8051a3be,4,2024-25,7.68,22,22,0,PASS
ac723610-9f6e-52d8-b177-a2b791e7eaab,f0ea0fe2-f9e9-4a52-ae84-3efa8051a3be,5,2025-26,7.28,22,22,0,PASS
af3a3e98-50db-5c79-8f70-c4d398fe65cb,ded5b364-8588-458e-a9f7-e2a193883775,1,2024-25,7.93,20,20,0,PASS
665b4c39-4b72-5e4c-9cd1-7e30c707a3c3,ded5b364-8588-458e-a9f7-e2a193883775,2,2024-25,7.89,22,22,0,PASS
22043d3e-20af-59b9-bb3f-9c165fe3e90f,ded5b364-8588-458e-a9f7-e2a193883775,3,2025-26,7.7,20,20,0,PASS
0fc3797f-c0f6-51ae-9717-f746dac87cc3,ca239e5a-e87b-4521-8602-e18c40dcbded,1,2023-24,7.44,22,22,0,PASS
c21e3969-d44d-569e-9de0-072899534aff,ca239e5a-e87b-4521-8602-e18c40dcbded,2,2023-24,7.06,20,20,0,PASS
167bcbcd-aeb3-568d-a122-5556c34b74dc,ca239e5a-e87b-4521-8602-e18c40dcbded,3,2024-25,7.24,22,22,0,PASS
0725ab23-fb57-5b6f-a4e4-e567e8366bd3,ca239e5a-e87b-4521-8602-e18c40dcbded,4,2024-25,6.0,16,20,1,PASS
2096891d-ac9a-5ca5-b488-d4c82b0f3a0f,ca239e5a-e87b-4521-8602-e18c40dcbded,5,2025-26,6.15,18,18,0,PASS
bd886533-1e93-56d0-bb2d-b4c190cce0ff,37ded831-df02-41b6-b566-5b713bf15bb6,1,2023-24,6.46,20,20,0,PASS
664e6dd2-38a3-5d2e-826b-1c7fc185fb90,37ded831-df02-41b6-b566-5b713bf15bb6,2,2023-24,5.7,20,20,0,PASS
95b26590-9d46-51ba-a1f9-3e68b4ec7f66,37ded831-df02-41b6-b566-5b713bf15bb6,3,2024-25,6.63,20,20,0,PASS
ed055493-2e97-5a5d-9867-79c3e3e45cdb,37ded831-df02-41b6-b566-5b713bf15bb6,4,2024-25,4.9,22,22,0,PASS
e505254d-6d9f-526f-a4a4-667b26647e93,37ded831-df02-41b6-b566-5b713bf15bb6,5,2025-26,6.01,20,20,0,PASS
08ed4057-f85a-55c8-8bcb-a7d1d77d4806,f084fc33-aa1b-4930-84ca-c1544cf2ef6d,1,2025-26,7.22,18,18,0,PASS
a0ece15d-c002-5854-bcfe-b7cf872bfbfb,af175c0c-15f0-44f8-81e5-ef8524d49392,1,2025-26,6.2,20,20,0,PASS
d1cd625f-bac4-59f9-9ff7-4cb54c89f432,a14a6397-5b93-464b-b6d8-3ebbe5e7f1c4,1,2023-24,8.66,20,20,0,PASS
2e4974b9-fb56-5442-ac88-56239908d6bc,a14a6397-5b93-464b-b6d8-3ebbe5e7f1c4,2,2023-24,8.54,18,18,0,PASS
e97ea937-6e3c-547a-8182-d6ca1f0d62df,a14a6397-5b93-464b-b6d8-3ebbe5e7f1c4,3,2024-25,8.93,22,22,0,PASS
7f3a4b69-4e36-5ae9-8a40-86245995fc22,a14a6397-5b93-464b-b6d8-3ebbe5e7f1c4,4,2024-25,8.84,18,18,0,PASS
826ccbe1-5e04-5c61-aac4-771193b9275a,a14a6397-5b93-464b-b6d8-3ebbe5e7f1c4,5,2025-26,9.68,18,18,0,PASS
47f732fa-a98a-5294-9eb0-2af4fbca0dfa,b196267c-e9ec-446b-bb9d-7daaa27cc54c,1,2025-26,8.16,18,18,0,PASS
bde24679-c6a6-5878-9e46-10f3b4e5db10,9129f6dd-8c42-4689-8390-b53442393f78,1,2025-26,7.41,22,22,0,PASS
78a48aff-80c2-546f-a261-f7cd95f3f9e7,009a5366-715a-44a4-a575-400171178811,1,2025-26,9.74,20,20,0,PASS
e1eb3abd-2864-595e-905b-030e90c54a09,e309f6c1-3d89-4582-be44-594c355de08f,1,2025-26,9.42,18,18,0,PASS
219ebdc8-2ea6-5793-9820-933e3fc2ffc4,2bf9d12f-2d2b-4f7d-be18-857095334cf6,1,2024-25,6.94,20,20,0,PASS
e86b62cd-0ba2-51cd-bd9e-45e3693751e6,2bf9d12f-2d2b-4f7d-be18-857095334cf6,2,2024-25,7.19,22,22,0,PASS
3192344e-2044-5e94-8486-2246d206c1c3,2bf9d12f-2d2b-4f7d-be18-857095334cf6,3,2025-26,6.43,18,18,0,PASS
1906dde6-498d-5502-9e7f-c956670afcea,98741a3c-0101-46f1-91bf-4e998872c26b,1,2025-26,6.41,22,22,0,PASS
a45d276e-c561-5f44-926f-f8b169ef32fe,d126ca15-f173-4e5d-81d2-5cd2c3c6e19c,1,2023-24,8.11,20,20,0,PASS
0d5cb9d1-4bb4-58bd-8cb6-6a90467d04c4,d126ca15-f173-4e5d-81d2-5cd2c3c6e19c,2,2023-24,8.57,20,20,0,PASS
84b34948-438e-5fcb-aa0d-363b40baa273,d126ca15-f173-4e5d-81d2-5cd2c3c6e19c,3,2024-25,7.67,20,20,0,PASS
75633fec-f25d-5850-8be1-f011cef2dd30,d126ca15-f173-4e5d-81d2-5cd2c3c6e19c,4,2024-25,8.42,22,22,0,PASS
31bfb295-f570-51c7-9ea1-e260ef1ec2f0,d126ca15-f173-4e5d-81d2-5cd2c3c6e19c,5,2025-26,7.8,22,22,0,PASS
7c014e87-7205-5c09-b73b-30a4e6818085,2827d682-37df-4ce1-bbf3-9a60813adb16,1,2025-26,7.85,20,20,0,PASS
4a275097-881f-5c90-b626-14c4820c17b9,0271955f-73e9-486c-aa69-22c6b30e7255,1,2024-25,6.78,20,20,0,PASS
de29dc96-dabd-5ede-93c0-93a2ff8641b4,0271955f-73e9-486c-aa69-22c6b30e7255,2,2024-25,8.63,18,18,0,PASS
56a01afd-b7bb-5914-8789-fffd589fa47a,0271955f-73e9-486c-aa69-22c6b30e7255,3,2025-26,7.4,20,20,0,PASS
4ac2c865-f67e-573d-897a-b16f6e2a4a3e,9ffc5036-e640-4c0d-8ea4-34c012166d44,1,2025-26,8.02,20,20,0,PASS
bdeefb77-9249-5822-9aa3-6440c1841d18,97b50ebe-91e6-4fb0-a91c-135abc8331ca,1,2023-24,8.15,18,18,0,PASS
64f2f046-a8b2-5847-924e-67e3a62b4298,97b50ebe-91e6-4fb0-a91c-135abc8331ca,2,2023-24,7.12,20,20,0,PASS
162d66ce-1c19-5928-8964-a1244b4f98e4,97b50ebe-91e6-4fb0-a91c-135abc8331ca,3,2024-25,7.69,22,22,0,PASS
c128696c-9140-54c9-a2c8-a51072c3f87f,97b50ebe-91e6-4fb0-a91c-135abc8331ca,4,2024-25,8.59,20,20,0,PASS
baeaf9cc-dc11-5a85-8633-31cd11fd3b16,97b50ebe-91e6-4fb0-a91c-135abc8331ca,5,2025-26,8.16,22,22,0,PASS
86c93a62-c2e8-5ad2-9393-108140eabecc,ad1c08a6-3a5d-4402-9394-1c067df9d095,1,2025-26,7.74,14,18,1,PASS
406a9c3e-3afe-563f-8604-ce406ca64bc0,a44b713b-5de1-44ef-9d5f-dafe07c64fde,1,2023-24,8.33,18,18,0,PASS
2244a2bb-181c-5fb5-9288-8c04ac1a3d30,a44b713b-5de1-44ef-9d5f-dafe07c64fde,2,2023-24,8.41,16,20,1,PASS
082a7ca0-2f45-52a9-997a-f5825cccd6dd,a44b713b-5de1-44ef-9d5f-dafe07c64fde,3,2024-25,8.03,22,22,0,PASS
8f3cd524-b9e2-542b-9df2-2dfe9ac9163d,a44b713b-5de1-44ef-9d5f-dafe07c64fde,4,2024-25,8.57,22,22,0,PASS
4158c979-a7a1-51b9-b070-aae76216972c,a44b713b-5de1-44ef-9d5f-dafe07c64fde,5,2025-26,8.99,20,20,0,PASS
2b8ed4a1-a65c-5f64-9cb9-6f53815e45c6,6b1dadad-96c2-49f5-84a4-8c090c6ca578,1,2025-26,5.15,20,20,0,PASS
eb2aceb8-e4cf-5c84-89ed-7a9655a2362e,9e562acb-851d-41d2-9875-9842ea42fe88,1,2023-24,7.89,20,20,0,PASS
5cadcb81-8e35-51a2-abb5-5c04743e4a19,9e562acb-851d-41d2-9875-9842ea42fe88,2,2023-24,6.94,14,18,1,PASS
e8e5c65f-3d0b-5c15-9ec3-e465b623e06a,9e562acb-851d-41d2-9875-9842ea42fe88,3,2024-25,6.91,18,18,0,PASS
7499f2cd-e2dd-53b9-b801-c4e91666087f,9e562acb-851d-41d2-9875-9842ea42fe88,4,2024-25,6.6,20,20,0,PASS
2e92f623-78c1-51c0-bd33-656e8cf4e2f3,9e562acb-851d-41d2-9875-9842ea42fe88,5,2025-26,7.42,20,20,0,PASS
a949e3d8-ca81-5a67-9a66-c7c6cc1af890,b294feb3-9edd-4130-aa19-51ab3620f741,1,2025-26,7.01,18,18,0,PASS
74696fe2-a222-5417-b738-9ba1c9c9a906,dd718e4e-5783-46d7-993d-657fc25b4bc1,1,2025-26,6.45,18,22,1,FAIL
d3aeeca0-cb58-5022-aba5-3e91caabe4f4,bfa9803f-ace8-45c0-8031-109c494be49f,1,2025-26,9.03,22,22,0,PASS
75fff9cf-89ad-5a0e-aa6e-7dd681973579,baf154b5-2d4d-4c0a-b4fd-2b05d2feb16e,1,2024-25,7.31,18,18,0,PASS
6ac56f4e-d898-5412-841b-a6a6c627fa68,baf154b5-2d4d-4c0a-b4fd-2b05d2feb16e,2,2024-25,7.17,18,18,0,PASS
c2398306-4650-5d01-9b3b-42ce5a353f93,baf154b5-2d4d-4c0a-b4fd-2b05d2feb16e,3,2025-26,8.28,20,20,0,PASS
5edea0bb-8962-5b01-8aa6-bf8e0fca699e,e62b1509-924f-49ed-b148-ebe005f3b3d1,1,2024-25,7.2,18,18,0,PASS
ddc60245-81e9-588f-b00d-fb1af0e60540,e62b1509-924f-49ed-b148-ebe005f3b3d1,2,2024-25,7.62,22,22,0,PASS
8b6b2120-a4bf-5ec6-a4c7-f263f1b53daf,e62b1509-924f-49ed-b148-ebe005f3b3d1,3,2025-26,6.91,22,22,0,PASS
81c6b849-b5a8-5e18-98db-8ce3f199c0a2,392519ab-fef0-4af9-b669-0366ff089c3b,1,2025-26,6.48,22,22,0,PASS
41479078-e406-54b0-9ff0-46c9de3c82ad,967e9c59-a0a5-4c88-a46d-25b7fcdf0d4b,1,2024-25,8.52,20,20,0,PASS
606c7c50-5bee-5f34-b23a-ea1c537422df,967e9c59-a0a5-4c88-a46d-25b7fcdf0d4b,2,2024-25,8.14,22,22,0,PASS
685c8ce4-a91d-5236-8ccb-0b575ded6fa4,967e9c59-a0a5-4c88-a46d-25b7fcdf0d4b,3,2025-26,7.31,22,22,0,PASS
328279bb-698b-558d-acbd-e4d9be064a07,3ff7a083-bbb8-4966-a9a1-1124f6072d27,1,2024-25,5.78,22,22,0,PASS
d8b10e2e-dfc7-509a-b097-666bbeb2338c,3ff7a083-bbb8-4966-a9a1-1124f6072d27,2,2024-25,5.64,20,20,0,PASS
8a81b85f-db1b-537f-97df-99fae106ce68,3ff7a083-bbb8-4966-a9a1-1124f6072d27,3,2025-26,5.93,18,18,0,PASS
19db46a3-eb10-573b-86d1-ca90ed0f1890,ca37fdd3-d86c-4a59-be8b-20eb2ef37fca,1,2023-24,5.66,20,20,0,PASS
1a1c1ad3-7e8b-5a66-87f0-4a608f624428,ca37fdd3-d86c-4a59-be8b-20eb2ef37fca,2,2023-24,5.44,22,22,0,PASS
a0fa5ee2-54a6-5d3c-80c9-02fb3cd9fded,ca37fdd3-d86c-4a59-be8b-20eb2ef37fca,3,2024-25,5.99,20,20,0,PASS
a8bbf00b-03e5-5acb-9032-85c08bb40eb7,ca37fdd3-d86c-4a59-be8b-20eb2ef37fca,4,2024-25,5.52,18,18,0,PASS
2e86df06-832f-572a-98b3-048ea72be797,ca37fdd3-d86c-4a59-be8b-20eb2ef37fca,5,2025-26,5.31,22,22,0,PASS
f96694cb-eaec-5dd2-a93f-33c4e50f1bf5,53d735ae-0b66-4612-8de1-45b5b36f2c5a,1,2023-24,6.18,18,18,0,PASS
202b797c-8113-5e74-b20e-7631129d168b,53d735ae-0b66-4612-8de1-45b5b36f2c5a,2,2023-24,6.02,20,20,0,PASS
4e3f9aee-bdc1-57a8-b9ea-a3e1abfa68c2,53d735ae-0b66-4612-8de1-45b5b36f2c5a,3,2024-25,5.35,18,18,0,PASS
e9fa83f3-6b26-5c2d-830a-f980d6db2c38,53d735ae-0b66-4612-8de1-45b5b36f2c5a,4,2024-25,6.8,18,18,0,PASS
300d710b-ca25-52bc-b1f2-97016adcc083,53d735ae-0b66-4612-8de1-45b5b36f2c5a,5,2025-26,5.16,20,20,0,PASS
91f3030a-9a1b-57ca-9563-84930fc7726e,3a834626-4b2d-40ad-af64-391d6d26242d,1,2024-25,7.53,20,20,0,PASS
c134551a-24d6-5b67-a4bb-5f2d9ed5a99e,3a834626-4b2d-40ad-af64-391d6d26242d,2,2024-25,9.07,18,18,0,PASS
ae1e49ed-5b25-5b04-99b6-ee4ce2f1f81b,3a834626-4b2d-40ad-af64-391d6d26242d,3,2025-26,8.99,18,18,0,PASS
3a41f85b-f5a6-5fed-b7f5-f38667db347e,fe2ab766-c230-4fea-94cd-c699bfe2124d,1,2023-24,7.21,18,18,0,PASS
238f5f77-115a-5b3d-971b-9abb71de5567,fe2ab766-c230-4fea-94cd-c699bfe2124d,2,2023-24,5.78,20,20,0,PASS
fcc83940-bc31-5b05-9539-f7e66f674150,fe2ab766-c230-4fea-94cd-c699bfe2124d,3,2024-25,6.27,20,20,0,PASS
6fd8ccad-920a-5b23-804e-ddc09e5adca1,fe2ab766-c230-4fea-94cd-c699bfe2124d,4,2024-25,6.87,20,20,0,PASS
ccd915c0-a0cd-5db3-b902-b31ce2b5f084,fe2ab766-c230-4fea-94cd-c699bfe2124d,5,2025-26,6.42,20,20,0,PASS
336c89d1-f5ce-504a-8669-c75f17d746b3,87176dc9-9357-4050-9eac-33089f76d613,1,2023-24,9.24,20,20,0,PASS
ac47154b-6fa2-5d2d-a1f8-017fe2a29198,87176dc9-9357-4050-9eac-33089f76d613,2,2023-24,8.82,18,18,0,PASS
1ebe0dd1-c344-559d-8c60-af1e3b4e8d65,87176dc9-9357-4050-9eac-33089f76d613,3,2024-25,9.18,20,20,0,PASS
1787a66b-86ee-57b7-b34c-c71f253c6311,87176dc9-9357-4050-9eac-33089f76d613,4,2024-25,7.45,20,20,0,PASS
68170f2d-5f08-549d-870f-e22689258422,87176dc9-9357-4050-9eac-33089f76d613,5,2025-26,8.55,22,22,0,PASS
51b7408f-7199-50ac-8000-d185b18e5082,9877e6b1-3dbd-4639-9554-23724ee2c71d,1,2023-24,9.8,18,18,0,PASS
ca4ee93c-c7ec-526b-9886-9cf5efeea62c,9877e6b1-3dbd-4639-9554-23724ee2c71d,2,2023-24,8.81,20,20,0,PASS
b9d9fd1c-723d-53f9-b167-d1dbab398d36,9877e6b1-3dbd-4639-9554-23724ee2c71d,3,2024-25,8.71,22,22,0,PASS
7e5b6d12-ea55-5ddd-b58a-298ad25ce96a,9877e6b1-3dbd-4639-9554-23724ee2c71d,4,2024-25,9.23,20,20,0,PASS
5390b558-d988-5c18-9595-cd2f7662b19a,9877e6b1-3dbd-4639-9554-23724ee2c71d,5,2025-26,8.41,22,22,0,PASS
6abc7e41-11fc-537a-a4a0-96ee85e93f61,9467a5a0-7ccc-416c-8cae-944aed9f9320,1,2024-25,9.43,18,18,0,PASS
0606301f-adeb-5603-883a-24082759fdb0,9467a5a0-7ccc-416c-8cae-944aed9f9320,2,2024-25,9.15,22,22,0,PASS
a6fe5a8b-3ee4-5ac3-b779-5b713b913f9a,9467a5a0-7ccc-416c-8cae-944aed9f9320,3,2025-26,8.86,14,18,1,PASS
2a046fbb-d123-5b42-b13c-a2c33e98cb9d,62c44b4b-e9cc-4962-aa45-cdf98a4d9d4e,1,2024-25,9.29,22,22,0,PASS
fcf96ff7-a92d-53f5-97fd-b69f6e1f4a29,62c44b4b-e9cc-4962-aa45-cdf98a4d9d4e,2,2024-25,9.79,18,18,0,PASS
c9238409-985b-5784-b07b-ccbf467a3132,62c44b4b-e9cc-4962-aa45-cdf98a4d9d4e,3,2025-26,10.0,22,22,0,PASS
731ae93e-c8b0-5dc1-bfac-4308700e9bdf,ae58e1a2-83a2-4a00-b180-ebf074387d60,1,2025-26,7.91,18,18,0,PASS
847198ca-0143-5194-81b2-819d15737d11,a7e54863-172b-49ba-b337-e831cb190afc,1,2023-24,7.67,22,22,0,PASS
82d0f858-0e37-54e1-98fc-6dc4b7468310,a7e54863-172b-49ba-b337-e831cb190afc,2,2023-24,7.32,20,20,0,PASS
dc632fbe-b184-5079-ac6e-a05992cb5250,a7e54863-172b-49ba-b337-e831cb190afc,3,2024-25,8.26,20,20,0,PASS
7a4dedb7-d489-5f7f-ab76-b4aa9ae62bb6,a7e54863-172b-49ba-b337-e831cb190afc,4,2024-25,7.73,18,22,1,PASS
c15ac426-8dd4-5d72-8a11-735a91bd7aa6,a7e54863-172b-49ba-b337-e831cb190afc,5,2025-26,8.25,20,20,0,PASS
85b1ed1e-3dc4-54c4-a5a3-0322e92ecfb1,2e581dd5-2c58-4883-b47d-a38757a9ae2c,1,2025-26,5.59,20,20,0,PASS
2ca3a35f-148d-5b04-90b9-77f4c49f6767,19e7e30a-9014-48e2-97a8-a82136a65209,1,2025-26,7.99,18,18,0,PASS
2dd974ee-13da-5a8a-b109-a86c1affeb9b,148f981d-05e3-45d6-a6a5-884a8ec8b09f,1,2025-26,8.44,18,18,0,PASS
b81d885f-2d68-55cd-a16a-d90128023d9b,108be8c2-c46c-4508-8eee-90d4ecbb7007,1,2023-24,8.29,16,20,1,PASS
ccbad085-073e-585a-9f44-6580610119c5,108be8c2-c46c-4508-8eee-90d4ecbb7007,2,2023-24,9.32,22,22,0,PASS
479f9e30-3f9f-5471-8aff-c5fd1e08b72f,108be8c2-c46c-4508-8eee-90d4ecbb7007,3,2024-25,8.17,20,20,0,PASS
77c4148f-d5d7-52e5-a249-7ebcd038c0cd,108be8c2-c46c-4508-8eee-90d4ecbb7007,4,2024-25,8.62,18,18,0,PASS
d45a9a4e-9de5-50f5-ad67-3571e6dad2a4,108be8c2-c46c-4508-8eee-90d4ecbb7007,5,2025-26,8.56,22,22,0,PASS
de1a27b3-1cf7-5fdc-b14e-1f66131dcb4f,5a29a8d1-4006-4a46-a1cd-46c3bce70e8d,1,2025-26,9.2,22,22,0,PASS
a687efc5-452b-582f-b2c7-17ac7deeac6b,891d3a1b-102f-4954-b3c7-bd714661e911,1,2024-25,6.7,18,18,0,PASS
80db919f-70ee-5088-96f0-a9f307731d76,891d3a1b-102f-4954-b3c7-bd714661e911,2,2024-25,6.65,20,20,0,PASS
4badb029-31f7-5288-90d5-6800d260527d,891d3a1b-102f-4954-b3c7-bd714661e911,3,2025-26,6.41,22,22,0,PASS
31a35a9b-ef35-5280-9a57-d714d182290e,ce7c0672-b2c4-47ee-a04c-b9c605806d05,1,2025-26,6.33,22,22,0,PASS
71acdaf8-4bca-56db-b4ce-012e5aa34517,74abd212-9d4f-46c8-be47-9e8f5727300d,1,2023-24,6.61,20,20,0,PASS
f3bc194b-339b-559a-8145-39d2ffb98be0,74abd212-9d4f-46c8-be47-9e8f5727300d,2,2023-24,6.86,22,22,0,PASS
7e887c1f-04cd-54b1-8df1-2b6b2e8e2c6b,74abd212-9d4f-46c8-be47-9e8f5727300d,3,2024-25,6.25,20,20,0,PASS
946ede5c-30ee-52ad-a582-3141a462b135,74abd212-9d4f-46c8-be47-9e8f5727300d,4,2024-25,8.02,22,22,0,PASS
4c4eb0d5-4e3e-5619-8748-5fbcc139000d,74abd212-9d4f-46c8-be47-9e8f5727300d,5,2025-26,6.41,18,18,0,PASS
3bfc2816-fb82-57b4-b22d-d3eceb2c9fd2,02eb3988-d904-491b-a8f0-624840cdfd5b,1,2024-25,8.84,20,20,0,PASS
823870ed-4c2f-529f-b971-2f14d87a3a07,02eb3988-d904-491b-a8f0-624840cdfd5b,2,2024-25,9.64,18,18,0,PASS
c53dd7bd-7157-579d-8a1a-a1da5d675e8d,02eb3988-d904-491b-a8f0-624840cdfd5b,3,2025-26,8.84,18,18,0,PASS
1dd73925-cf09-58d8-aabf-8f306d1fec4d,183ec393-673a-4381-a789-805b44ed63d0,1,2025-26,8.18,20,20,0,PASS
cbdd6f13-2d18-505c-b1cc-af945ef1adb8,2a74a1f7-4817-49e3-aa83-fe858c9309e7,1,2023-24,7.99,18,22,1,PASS
9774072b-8e06-58b8-82df-a38293409f5e,2a74a1f7-4817-49e3-aa83-fe858c9309e7,2,2023-24,7.21,18,18,0,PASS
5cde0791-d43d-595e-9c44-a38570139d17,2a74a1f7-4817-49e3-aa83-fe858c9309e7,3,2024-25,7.8,18,18,0,PASS
a805f999-1380-587f-8951-03f67b03365c,2a74a1f7-4817-49e3-aa83-fe858c9309e7,4,2024-25,7.34,22,22,0,PASS
ab9e9bb5-4935-513d-b7e4-5e60712ad517,2a74a1f7-4817-49e3-aa83-fe858c9309e7,5,2025-26,7.71,22,22,0,PASS
4bd05773-9e4e-5699-9428-11c78b899ea3,40a61690-bf42-4f59-b592-9457a1d8c464,1,2023-24,4.3,22,22,0,PASS
e2de88f2-9afb-52da-9d3b-517c3c7dd228,40a61690-bf42-4f59-b592-9457a1d8c464,2,2023-24,4.82,22,22,0,PASS
558fdc17-eb64-5779-a58a-691368057df9,40a61690-bf42-4f59-b592-9457a1d8c464,3,2024-25,5.94,22,22,0,PASS
1f2bae92-d5f3-5a80-a24a-f4728258cad2,40a61690-bf42-4f59-b592-9457a1d8c464,4,2024-25,5.82,20,20,0,PASS
d8640d64-7e25-5991-a052-05ce372dd98c,40a61690-bf42-4f59-b592-9457a1d8c464,5,2025-26,5.15,20,20,0,PASS
519607e3-b51d-557c-9cab-765aa11fd332,4a9797d1-c415-4454-a869-91ae222216c6,1,2024-25,7.73,18,18,0,PASS
58ea9601-d0ac-5cdd-8ff8-15b85668700b,4a9797d1-c415-4454-a869-91ae222216c6,2,2024-25,8.57,20,20,0,PASS
de6d35e6-6923-57b4-a071-f7e2f2307b62,4a9797d1-c415-4454-a869-91ae222216c6,3,2025-26,8.56,22,22,0,PASS
fef1064b-ec50-5c54-945d-65c319fb5b2d,ff722687-67d6-48c9-9bc2-b0310632a222,1,2025-26,7.44,20,20,0,PASS
49b97aaf-4d32-5dbb-bfbc-a01842f40eaf,5f40dab2-cc69-49e5-b14c-2f5b4034448f,1,2024-25,8.57,20,20,0,PASS
d727135e-cc44-5388-82d5-e9af19cbeb14,5f40dab2-cc69-49e5-b14c-2f5b4034448f,2,2024-25,7.34,22,22,0,PASS
20bcae9d-686e-5be7-b932-0b8c3ee7d407,5f40dab2-cc69-49e5-b14c-2f5b4034448f,3,2025-26,7.16,22,22,0,PASS
4156eeef-2ebf-5705-8a53-5c0c28194709,7298b618-497f-42ee-9e4d-78d5ac898fa2,1,2025-26,8.46,18,18,0,PASS
79c26145-bea5-5d1b-be01-49dab042d504,b1a50bdf-1d4f-4ed0-9195-752c75f7fff5,1,2024-25,9.04,18,18,0,PASS
002ca547-a283-5fa8-822b-8a71d544c205,b1a50bdf-1d4f-4ed0-9195-752c75f7fff5,2,2024-25,9.03,20,20,0,PASS
ef29fa53-03ec-5212-bb96-91eb6563fc67,b1a50bdf-1d4f-4ed0-9195-752c75f7fff5,3,2025-26,8.96,16,20,1,PASS
2eef1977-5bef-5eda-a8af-652a8db71cea,67c69404-4b2a-40a7-b081-d7b9858c2021,1,2023-24,6.22,20,20,0,PASS
deb68925-2b00-5da3-ae3f-81a8e14b4d6e,67c69404-4b2a-40a7-b081-d7b9858c2021,2,2023-24,6.04,22,22,0,PASS
2c3fc909-0c8c-5410-9ed6-38917b4f3db5,67c69404-4b2a-40a7-b081-d7b9858c2021,3,2024-25,5.93,18,18,0,PASS
912d1084-62ad-53ae-941e-94bb3e095ff0,67c69404-4b2a-40a7-b081-d7b9858c2021,4,2024-25,7.03,22,22,0,PASS
f4c8dad6-825e-5ffb-bf6c-2c94813a364d,67c69404-4b2a-40a7-b081-d7b9858c2021,5,2025-26,6.45,18,18,0,PASS
8eb37a98-2853-503d-beac-5e4e445e7c12,f0b5b045-aa4c-4d6f-a659-650cbaaecb75,1,2024-25,6.83,20,20,0,PASS
b36a317a-646e-555e-be62-90d4f0e512f4,f0b5b045-aa4c-4d6f-a659-650cbaaecb75,2,2024-25,6.97,18,18,0,PASS
833820ae-484a-5537-b376-427b6493f9da,f0b5b045-aa4c-4d6f-a659-650cbaaecb75,3,2025-26,5.3,22,22,0,PASS
ac7d4486-ce6f-5b39-9173-5e36b1e19f91,819fbb44-a47d-4268-b4fe-07a08755c05e,1,2023-24,7.03,16,20,1,PASS
