id,student_id,company_name,role_title,start_date,end_date,status,stipend,description,certificate_url
cb9400b2-9109-412b-901f-e927c7bce87c,6341c91d-9a0a-4d79-a295-60e839398818,Tech Mahindra,Software Development Intern,2026-05-05,,ONGOING,20000.0,Worked as research intern on real-world projects.,
44da031f-12ef-40c6-a1a1-6ad2f1ff2e41,1214d0da-f248-4f36-b6ee-77900a8b47d6,Tech Mahindra,Frontend Developer Intern,2026-05-01,2026-07-30,COMPLETED,15000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-12cc7179.pdf
ab6e8db5-cd90-4e41-9871-082a10485266,0588db62-528e-44a0-a7db-027039547cc9,College R&D Cell,Frontend Developer Intern,2026-05-12,2026-06-11,COMPLETED,20000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-93f7c2c7.pdf
0f0c63b3-1c5f-4b9b-9a09-39e12fd209e0,41a4e6a1-4087-465f-8dc4-eca61769e22f,Startup - Fyndbridge,Cloud Support Intern,2026-05-29,2026-07-28,COMPLETED,8000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-5428a2d4.pdf
bfc6a422-ec40-4c2d-950f-216baf19d668,75918ca2-6a21-408d-ac63-e5de188154ce,Mindtree,Software Development Intern,2026-06-23,2026-07-23,COMPLETED,8000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-181fc4b6.pdf
9e633a5b-7bae-4ead-8f42-47336b8534b6,0dab6e6f-c53b-4063-8afc-0ed98aad91fd,IBM,Software Development Intern,2026-05-29,2026-07-13,COMPLETED,8000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-395321e8.pdf
cc5abfeb-c416-4768-b601-1ed1afb8dfb1,95037317-458a-455f-9702-95f7c1a5ea36,Persistent Systems,QA Intern,2026-06-09,2026-09-07,COMPLETED,10000.0,Worked as frontend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-0946871f.pdf
6250bad6-08a4-426f-b5d6-45deeaebd3fb,2558e420-74ca-4615-adc0-653af7be501b,Local Startup,Cloud Support Intern,2026-05-07,,ONGOING,15000.0,Worked as cloud support intern on real-world projects.,
de7e1bc3-8639-4f19-9858-1d5dc4db2728,d83fa806-d07f-470a-8edb-d07e29008a53,Amazon,Backend Developer Intern,2026-06-05,2026-07-20,COMPLETED,0.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-3c1f448b.pdf
8f919509-66f1-4868-90cb-0f10a7e555d5,e7331a31-ce9f-40b2-a318-d4d4757c59ed,Tech Mahindra,Software Development Intern,2026-05-05,2026-06-04,COMPLETED,0.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-0fba24b6.pdf
721ee61b-eca1-4519-a10a-fc48913ec3a6,12ecd442-52e2-432e-b9c5-436aa62ab373,Mindtree,Data Analyst Intern,2026-06-10,2026-07-10,COMPLETED,10000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-45fc8261.pdf
51aad10b-aded-4360-b870-72134e53143e,e6e9a470-fad6-41c1-ad29-6ece296a80bb,Mindtree,Frontend Developer Intern,2026-05-09,,ONGOING,25000.0,Worked as backend developer intern on real-world projects.,
f77f088f-8523-4b9c-a979-c999ed16fb64,14782e0a-46cc-42a7-9b74-f972af5f186f,Accenture,Backend Developer Intern,2026-05-11,2026-06-25,COMPLETED,5000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-beb989ae.pdf
dc5d6289-df9a-410b-b1a0-d70c2967ba29,6b907d9a-8065-474a-8bad-7551122e8c1a,Capgemini,Software Development Intern,2026-06-16,2026-07-31,COMPLETED,10000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-16a5d26b.pdf
3b21ea1e-0793-466b-8f00-3c787ef7741a,df61065c-0a4f-4fb1-9b92-e86c88aab30e,Accenture,Frontend Developer Intern,2026-06-07,2026-07-07,COMPLETED,15000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-f5600886.pdf
eb066907-d59d-43b5-9bbe-29343589910c,778b9820-9219-45b9-a52c-b41646381bb9,TCS,Backend Developer Intern,2026-06-29,2026-08-13,COMPLETED,20000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-7a630044.pdf
f0862a4a-9007-47eb-9863-50df6b5e02ae,7d968e88-bbbc-42ce-88ea-a4568137d982,TCS,ML Intern,2026-05-02,2026-07-31,COMPLETED,0.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-bce48618.pdf
24d4b442-6845-41c0-83f2-2a5708284788,b69a176f-47a1-4ef4-9c21-1a8675f39902,Wipro,ML Intern,2026-05-24,,ONGOING,15000.0,Worked as research intern on real-world projects.,
251e9b3f-5a09-47aa-a4f5-9b54b1806e6d,16a33464-ab52-4756-9a86-449f75b11a5f,Persistent Systems,ML Intern,2026-05-31,2026-06-30,COMPLETED,15000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-d4e89169.pdf
a32bf1ed-a0eb-4bb4-85da-14704ce03eda,9fe1bad4-ae63-4419-88ba-01dd166646c6,TCS,Backend Developer Intern,2026-06-06,2026-09-04,COMPLETED,5000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-dcc1d44f.pdf
e9ddb3ec-ba41-4908-b4e7-acc0f90e3db8,f3304073-90ab-4af6-8d9c-7896102e6a70,Wipro,Data Analyst Intern,2026-05-03,2026-06-17,COMPLETED,10000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-3425af67.pdf
ca2d8284-245f-4ecd-b24e-626032406df2,916ea757-e807-45e5-a720-8767c5ee1cf5,Persistent Systems,Software Development Intern,2026-05-11,,ONGOING,25000.0,Worked as cloud support intern on real-world projects.,
00dab0a1-fd6b-4a69-af2e-e54e7f228567,792afdf7-08ec-48f4-8bac-670a5347ed4c,Local Startup,ML Intern,2026-06-06,2026-08-05,COMPLETED,8000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-6d519947.pdf
7b707816-7b20-42a0-91c2-beedaa51b07f,8a098256-3eff-4121-8bb8-b0e8705539b4,College R&D Cell,Cloud Support Intern,2026-05-15,,ONGOING,15000.0,Worked as research intern on real-world projects.,
d7b2a130-17de-4a36-a75c-ea2f317ddde8,0708a157-b514-40a7-b530-0db007b81a2d,Capgemini,Research Intern,2026-05-31,,ONGOING,8000.0,Worked as cloud support intern on real-world projects.,
6d7f48bf-52bd-464d-8cb4-9e8a6e5ecb89,2432e57e-0407-462e-8663-cc56f1dfd154,Zoho,Backend Developer Intern,2026-05-18,2026-07-17,COMPLETED,5000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-088f1649.pdf
c88313cd-9161-40a2-9198-40687b0fa31f,c0ea9146-1cce-4934-ab7f-bacaf6884e35,Local Startup,Data Analyst Intern,2026-06-22,2026-08-21,COMPLETED,15000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-16dbd2dc.pdf
e3d4b1af-f7e5-4327-acdc-db1e07a8b3fa,c6617192-683f-4679-9385-97a56662d2df,TCS,Data Analyst Intern,2026-05-29,,ONGOING,20000.0,Worked as qa intern on real-world projects.,
43c93ad9-de5b-495f-b252-b4c65cb00b36,44cd8e9b-17bd-4a74-8b3f-cb8b844abb94,Infosys,Data Analyst Intern,2026-05-17,2026-07-16,COMPLETED,10000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-bb01851c.pdf
fc14b3ca-506e-4b3c-bf85-27835e4d0f96,79df76d3-d99f-439a-b8c9-3a3223c01ce6,IBM,QA Intern,2026-06-07,,ONGOING,10000.0,Worked as backend developer intern on real-world projects.,
7aeeacb9-fc68-4425-9e4f-b47fe5f131ba,1c58a4bd-69ae-4d4b-9fd8-77454795b634,Startup - Fyndbridge,ML Intern,2026-06-13,2026-07-13,COMPLETED,0.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-8179d9cc.pdf
04d75163-e53d-402a-9fc2-f59d892680dd,d2a60c24-4820-4d1d-8293-7cb77ec3144a,TCS,Frontend Developer Intern,2026-05-05,2026-06-19,COMPLETED,5000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-00287e74.pdf
6cd5c7e2-e27f-46a5-8f82-5d51c6ff7d86,0ca18441-8ae3-4301-909d-69294c3c8a8c,Persistent Systems,Frontend Developer Intern,2026-05-13,2026-06-12,COMPLETED,5000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-e1eb672c.pdf
a6d98c5c-206c-4c56-94de-3b5ceb4bfe75,b21d7846-e4d1-4d9d-826f-a7fcf42d578a,Capgemini,Cloud Support Intern,2026-06-14,,ONGOING,5000.0,Worked as backend developer intern on real-world projects.,
186bf653-e5b0-4039-8884-d60b3ea0c593,a2a233ea-4f6f-402a-956b-6db7782b6ef6,Cognizant,Backend Developer Intern,2026-06-16,2026-08-15,COMPLETED,5000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-8d80f277.pdf
573aa771-374a-4f90-b91d-1e493b21b61f,ee5fc224-6c59-4ddb-b91a-411803a28036,Tech Mahindra,QA Intern,2026-05-09,2026-06-08,COMPLETED,15000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-e6a5e9d8.pdf
c71fc9e1-fff6-40b0-85cf-1e23a98f077b,ebd8fd99-8fea-4d48-a553-40d2796af2a4,Mindtree,Software Development Intern,2026-05-02,2026-06-16,COMPLETED,8000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-1dc0baaf.pdf
6a18d2e2-f734-401a-b237-371d38cc9c07,200c3d16-5001-45c6-9322-896b16a1dba6,Wipro,ML Intern,2026-06-05,2026-07-05,COMPLETED,25000.0,Worked as frontend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-a3fc5e33.pdf
632a3374-b905-4317-966b-0e6e69acd70e,59610b92-d90e-45f3-82af-36a2029b5490,Amazon,Research Intern,2026-06-17,2026-08-16,COMPLETED,0.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-77dead14.pdf
0a808e9d-538c-4299-818f-d46244e8c2ad,2a1809dd-5e85-4323-9190-d203f33fb2a8,Tech Mahindra,Software Development Intern,2026-06-14,2026-07-14,COMPLETED,8000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-dcb2a891.pdf
509223ab-482f-44fd-a2ae-ca520556864c,9fed4953-f4af-488f-adca-2e3051a756c9,Accenture,Data Analyst Intern,2026-05-29,,ONGOING,15000.0,Worked as software development intern on real-world projects.,
acfc4bde-311a-43d8-b8b1-34859912d327,1aa0c5e8-1f1d-4280-ac46-ae40989b5c9b,Capgemini,Research Intern,2026-05-01,2026-06-30,COMPLETED,8000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-763218f9.pdf
3aff06fc-1a83-45f6-9821-57570aa31461,c40edde9-dda4-49d1-aceb-f34caeedcca0,Capgemini,Cloud Support Intern,2026-05-15,,ONGOING,20000.0,Worked as backend developer intern on real-world projects.,
e71b975e-26ff-4e99-b437-297f32e17b6f,d5ae9762-feae-4dda-b484-b12961a1c968,IBM,Data Analyst Intern,2026-06-05,,ONGOING,5000.0,Worked as backend developer intern on real-world projects.,
acf86fd8-61f8-484e-a1cc-8d6d26c26747,aa05300a-dfe1-4fe5-bd1c-75b153ccd355,TCS,Software Development Intern,2026-05-18,2026-08-16,COMPLETED,8000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-36b79bc0.pdf
ee58fab9-8e87-4706-8a0d-e637989c339c,2c6f1d1d-78bc-4527-b6a5-006ea336e3c2,College R&D Cell,Research Intern,2026-06-19,2026-08-18,COMPLETED,0.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-19ea72de.pdf
7fdf95b8-4f09-484e-a458-39277fc01d09,5ae77cf9-84a0-4036-a4ce-e6c6bd930a81,TCS,Cloud Support Intern,2026-05-28,2026-07-27,COMPLETED,5000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-03fef01a.pdf
b9198fb8-660f-43b3-b537-d38b86b4f416,f32c7625-4071-40d5-9354-ce93269e7e87,Mindtree,Data Analyst Intern,2026-06-24,2026-08-23,COMPLETED,10000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-95023b6f.pdf
052be9e5-ac4a-4bce-b0ec-e164e3ee056f,4f8ace03-2e04-4b18-8627-1ebba41de43f,Zoho,Cloud Support Intern,2026-05-27,,ONGOING,15000.0,Worked as frontend developer intern on real-world projects.,
04a4aacc-b4db-49e1-addc-3b039fc5f453,9f9059af-8f3b-43ba-b3b0-8972e2911d53,IBM,Frontend Developer Intern,2026-06-10,2026-08-09,COMPLETED,5000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-7e11121c.pdf
ee4dd260-93a7-46c5-b02a-0ad858a58426,8c3fde4c-2d89-4665-8630-4d634cac6790,Infosys,Frontend Developer Intern,2026-06-02,2026-08-31,COMPLETED,15000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-cda2e035.pdf
aac2b0c3-e6df-43ff-b812-0b14bff5855e,712ff425-dba8-4bb2-9d76-10c41a7aff9a,Wipro,Backend Developer Intern,2026-05-04,2026-07-03,COMPLETED,10000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-ae0bbe24.pdf
b10011dd-bace-47f2-9c3c-997e9a4615ec,5c6cc2ed-3771-47f4-8f7f-556ebbe393b5,Capgemini,Backend Developer Intern,2026-06-27,,ONGOING,15000.0,Worked as research intern on real-world projects.,
7ecc70f4-7280-4e22-b766-b876f382fe6d,4f238c69-d0d9-42af-9c9b-82743b861003,Wipro,Backend Developer Intern,2026-05-08,2026-06-07,COMPLETED,10000.0,Worked as frontend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-7c23a295.pdf
a762b985-8dad-4b4c-b5bd-e8764a833692,1c933004-18b4-4b09-91b5-5fb685f133c8,HCLTech,Frontend Developer Intern,2026-06-19,,ONGOING,20000.0,Worked as cloud support intern on real-world projects.,
1903f255-0b64-4c9e-9be9-554ce11c7519,87410cc3-bbe5-4881-919c-09472ff3064d,Amazon,Cloud Support Intern,2026-06-13,2026-08-12,COMPLETED,0.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-df813654.pdf
53ef5c81-fa91-4014-9fd5-2b733babb2a6,124dceff-3c91-42c3-8220-e02831b43603,Infosys,Frontend Developer Intern,2026-06-19,2026-07-19,COMPLETED,25000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-cfa32d17.pdf
84c2c584-74fe-418b-b64f-266a0a2bf2ff,e150210e-4261-49f2-9ca7-42775e792749,Accenture,Software Development Intern,2026-06-08,,ONGOING,15000.0,Worked as data analyst intern on real-world projects.,
f492addf-8026-419f-94c5-37f084c73093,dda48d31-eb02-40e9-a9aa-17e78292ff54,Capgemini,Research Intern,2026-05-28,2026-07-12,COMPLETED,5000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-23bf4639.pdf
928b090e-9c0b-45de-af43-cd210aed384a,0c523a8f-4ee9-4bcf-b0e9-e76ad844de86,Startup - Fyndbridge,Backend Developer Intern,2026-06-19,,ONGOING,5000.0,Worked as ml intern on real-world projects.,
ae7154bf-d2fa-4fa8-b51a-6a5c3a1068ce,d54758a9-4aea-4cf8-a819-aabe2f9ebf22,Deloitte,ML Intern,2026-06-28,2026-08-27,COMPLETED,5000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-172db801.pdf
060ced3f-894b-43b3-9d4d-a3725d8aa1a5,e7b8fef7-567c-4411-b98c-58471a5b9d49,Deloitte,ML Intern,2026-06-18,2026-07-18,COMPLETED,0.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-05ec9795.pdf
34f209e8-8ae3-4e8d-860f-9f76f7266858,8727ca9b-158a-4ea3-8744-5f4027c7fab2,Tech Mahindra,Backend Developer Intern,2026-06-07,2026-09-05,COMPLETED,8000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-67b34a89.pdf
8dba0e5a-a459-4605-b2b7-de3f85f072c7,f04b8902-882f-4f72-a783-6ad515494059,Zoho,Data Analyst Intern,2026-06-21,,ONGOING,20000.0,Worked as research intern on real-world projects.,
7861d86c-d532-418c-aec7-da227c414af1,2f3688c9-3972-4d98-b2be-e985145a4c5f,Local Startup,Backend Developer Intern,2026-05-18,,ONGOING,10000.0,Worked as software development intern on real-world projects.,
7ce7692d-ece1-480c-b042-80dfa1ff22e6,52b96134-0a0f-4566-8b5f-1226a719dfc6,IBM,QA Intern,2026-05-21,2026-07-05,COMPLETED,10000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-46ebbfb7.pdf
ec029c4b-6a5b-4c2e-85c1-f0c8a98b3e3c,fa9f08dd-6919-4664-90de-beb5a46b6347,Wipro,Backend Developer Intern,2026-05-01,2026-05-31,COMPLETED,5000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-a37bc7f8.pdf
0f771dd9-2fbd-4b65-8d02-7be68d2160aa,22522b91-3559-400d-8fbb-e0cd91c2baeb,College R&D Cell,Software Development Intern,2026-05-11,,ONGOING,5000.0,Worked as research intern on real-world projects.,
d89d82e2-6e59-4636-8b4f-2d7f649a21b9,d3e507af-21d8-46a0-88af-05633d6b7c70,Accenture,QA Intern,2026-06-01,,ONGOING,5000.0,Worked as research intern on real-world projects.,
ca0b35af-4e97-4ffe-908f-032676dda077,6f88cb0a-8210-411f-a0ca-7404903ad8ab,Amazon,Research Intern,2026-05-08,2026-08-06,COMPLETED,25000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-ee55b407.pdf
6bf26f89-8f9c-423b-9907-864b18e16c0e,07692f8b-0ff6-4fc4-84a1-6cfaaffc3d34,Tech Mahindra,Frontend Developer Intern,2026-05-19,,ONGOING,5000.0,Worked as research intern on real-world projects.,
7793582e-bdd7-42ef-b490-dfef06d70b76,33c5f727-dccf-4d56-b26d-056cf0cbdcf1,College R&D Cell,Software Development Intern,2026-06-17,2026-08-16,COMPLETED,8000.0,Worked as frontend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-fac63b1c.pdf
a0a92b2e-372c-440c-a9a4-d6ff8d82f428,d4bd5a5b-0d76-4744-9c7e-d9d80146270c,Startup - Fyndbridge,ML Intern,2026-06-14,2026-07-14,COMPLETED,8000.0,Worked as frontend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-649c5bec.pdf
