id,student_id,title,category,description,achieved_on,issuing_organization,proof_url
c51a42ca-645c-4e23-b78b-1b763f0d25ec,a11c7b94-3d35-4dcf-b26b-40a14c9c4994,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2025-05-30,External Body,https://uei-proofs.s3.amazonaws.com/ach-dd16a064.pdf
4f9c5ee3-0597-49b7-9bbf-be70e8f6fb46,98ce75a1-d148-4552-8946-5b38883ecef3,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-01-12,AICTE,https://uei-proofs.s3.amazonaws.com/ach-4ea3c80e.pdf
4071a5ef-9881-4344-9b63-eb9c9884f4ec,4bf65490-9937-4be1-b20c-5e676bb7785c,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2025-10-23,AWS,https://uei-proofs.s3.amazonaws.com/ach-53b4564e.pdf
ee85db2b-b62a-490b-af0f-0937467d4c43,9a37bd95-c5e9-433b-a1a2-3a7c10975b01,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2025-11-12,Google,https://uei-proofs.s3.amazonaws.com/ach-b95080bb.pdf
bd086e7c-f558-4bdb-9025-ed8e81005361,db938d4c-c25a-4cac-bd69-6bcda93aa4cf,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2025-02-05,IEEE,https://uei-proofs.s3.amazonaws.com/ach-ca2f277c.pdf
8cca8bab-9780-4a95-8aff-f56ca985dbe8,db938d4c-c25a-4cac-bd69-6bcda93aa4cf,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2026-05-12,AICTE,https://uei-proofs.s3.amazonaws.com/ach-4ef30742.pdf
19e09a68-e6e3-42df-aafc-ec9c97d221b8,db938d4c-c25a-4cac-bd69-6bcda93aa4cf,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2024-12-05,AWS,https://uei-proofs.s3.amazonaws.com/ach-65748b37.pdf
9d64ea7f-0331-4a0c-85d9-37c14943a06d,44e310ef-e692-422a-a593-c9867b6155d8,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2025-09-05,AICTE,https://uei-proofs.s3.amazonaws.com/ach-b963ed99.pdf
99941778-ffbd-46ec-864c-6877ddb8f0ac,44e310ef-e692-422a-a593-c9867b6155d8,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2024-07-22,AICTE,https://uei-proofs.s3.amazonaws.com/ach-3f67022a.pdf
016f782c-59f8-4613-9483-7275f407d809,44e310ef-e692-422a-a593-c9867b6155d8,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2024-09-09,External Body,https://uei-proofs.s3.amazonaws.com/ach-59c98c2d.pdf
bec6727b-4ddf-4d92-a83a-b5e41121ce94,08a3fd49-db4f-4293-9631-cbf8c89d0a87,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2025-08-25,IEEE,https://uei-proofs.s3.amazonaws.com/ach-26572122.pdf
99e6eee5-82bd-4ece-aec1-dad45f0bee62,08a3fd49-db4f-4293-9631-cbf8c89d0a87,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2026-05-27,SKIT,https://uei-proofs.s3.amazonaws.com/ach-56d5d93d.pdf
ca167792-50f2-4f73-a8ac-3a244eb8400c,af70f11a-dacf-4a55-906f-d0f616848658,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2025-10-15,IEEE,https://uei-proofs.s3.amazonaws.com/ach-d82329fc.pdf
1d56947e-7158-4cca-8bef-c35380159283,fe7d693a-701e-4722-b742-b18e299411ad,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2024-10-24,SKIT,https://uei-proofs.s3.amazonaws.com/ach-9c86b1c6.pdf
903a710c-5246-41b4-bb3b-57967160e4ad,8afbbc17-5de9-41d9-8309-09ea87c46621,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2026-03-16,External Body,https://uei-proofs.s3.amazonaws.com/ach-479cf296.pdf
1788b478-74da-47c3-9a86-252a4a57cc61,8afbbc17-5de9-41d9-8309-09ea87c46621,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2024-10-07,SKIT,https://uei-proofs.s3.amazonaws.com/ach-5ab45687.pdf
4f71f858-cf83-45a3-94e6-6eabde8d56bd,4117a364-ae31-4089-8541-dac4555bee96,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2025-08-24,AWS,https://uei-proofs.s3.amazonaws.com/ach-dcc5f309.pdf
23257282-a93e-49af-9dc9-44509e6ec2b0,bda3289e-fa56-487f-ab01-2addfa83b70f,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2025-02-17,AICTE,https://uei-proofs.s3.amazonaws.com/ach-78afcf70.pdf
61b1c838-a8a7-46af-81ee-38c97fbdeda4,1bb6f043-1c46-4430-890f-7bab8ffbd88f,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2024-10-03,Google,https://uei-proofs.s3.amazonaws.com/ach-026ee632.pdf
3c3a362f-586b-4d2e-b64e-c81637b51bf1,eb92fbf1-8d20-4f42-872a-8aaa1edb0d66,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2025-12-11,SKIT,https://uei-proofs.s3.amazonaws.com/ach-e619a9dc.pdf
7363ae36-b5a1-4eab-a3e2-d107b9e5296f,bef769fe-c1a0-4bf9-aa74-75899f4c4c31,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2026-06-06,AWS,https://uei-proofs.s3.amazonaws.com/ach-bf4b3229.pdf
de0e47b3-1ccf-43f4-9027-2d9600dd9060,bef769fe-c1a0-4bf9-aa74-75899f4c4c31,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2024-11-16,AWS,https://uei-proofs.s3.amazonaws.com/ach-fb3c8d58.pdf
58df17e4-5cc3-4636-83cd-aef0051488af,51146eb7-964c-49c5-b017-92e613faf320,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2025-04-23,SKIT,https://uei-proofs.s3.amazonaws.com/ach-0ddddd3e.pdf
c0178737-f960-4b55-9857-f6f0267f931b,fb2c6ae3-df5b-4ce9-aebf-5328b0399ab1,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-01-02,SKIT,https://uei-proofs.s3.amazonaws.com/ach-bdc21b49.pdf
108545f0-12fa-4298-9db3-b23d2b8c6ea2,fb2c6ae3-df5b-4ce9-aebf-5328b0399ab1,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2026-04-23,SKIT,https://uei-proofs.s3.amazonaws.com/ach-d601a09c.pdf
ec85d67c-234e-4177-85ca-a502b291973b,fb2c6ae3-df5b-4ce9-aebf-5328b0399ab1,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2024-10-24,SKIT,https://uei-proofs.s3.amazonaws.com/ach-78cca366.pdf
b97302e8-0b16-4b10-a870-f8dc6c48b968,53e1e785-d6ed-4904-a0a3-d5d5fbef2753,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2026-06-21,SKIT,https://uei-proofs.s3.amazonaws.com/ach-5b4e4a4f.pdf
81db4800-cd1c-4b04-9e5b-4a4d6d100d60,95a87c74-750e-4a67-a9cd-e11e462e8260,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2026-05-27,IEEE,https://uei-proofs.s3.amazonaws.com/ach-b2b3ba05.pdf
43585d78-717a-4bc0-b044-65f334594fd2,6b8a2c7d-2352-4224-b0d2-449f0997b999,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2026-03-31,SKIT,https://uei-proofs.s3.amazonaws.com/ach-6f9e3f02.pdf
a6f3de5b-ba87-49aa-b7d2-59938fe457b7,6b8a2c7d-2352-4224-b0d2-449f0997b999,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-05-25,External Body,https://uei-proofs.s3.amazonaws.com/ach-2ace78f5.pdf
ff687062-6938-4a8b-826d-de8e39bb7195,3429e66c-34c4-4c6d-880e-b1533d5cc61d,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2025-02-01,External Body,https://uei-proofs.s3.amazonaws.com/ach-36560036.pdf
ebbd70d9-f6b3-4278-85e7-658e1de1b84c,121dad7f-adcb-4cfa-98b0-086aeca4ac60,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2025-09-15,AICTE,https://uei-proofs.s3.amazonaws.com/ach-27ecce6f.pdf
3087fd8f-0665-4486-b57c-1ef247c091d5,06d36a42-a4bb-4852-8940-4dcf346b5523,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2026-03-01,IEEE,https://uei-proofs.s3.amazonaws.com/ach-f2e8c48a.pdf
ccf88763-8e7d-4b59-9057-828e7420d208,e5daf360-227b-4498-8be4-f6377838e453,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-09-15,AICTE,https://uei-proofs.s3.amazonaws.com/ach-f996e70a.pdf
ae6d64e0-de08-4946-8b15-048fc892604f,e5daf360-227b-4498-8be4-f6377838e453,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-01-16,AICTE,https://uei-proofs.s3.amazonaws.com/ach-7033c780.pdf
992a524b-876e-4e96-b12f-e0032a005deb,e7f7794c-9349-46fb-90c4-5d880bce28e9,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2026-05-01,AWS,https://uei-proofs.s3.amazonaws.com/ach-8cd4a44f.pdf
c52128f9-255b-4e59-b62e-d4023ea7bfe4,eee4b532-e095-4ce8-b5bc-7563e68b3e43,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2026-06-11,Google,https://uei-proofs.s3.amazonaws.com/ach-385699d8.pdf
aa75109d-f059-4042-8cd5-b482876fe775,6078c613-ddd0-4405-ada8-7d19958af0ce,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2024-08-07,IEEE,https://uei-proofs.s3.amazonaws.com/ach-52ad2254.pdf
06368ff7-0221-44cc-8a8a-0f05e9ada2c3,feb55156-cb88-4ab3-b9f6-de2ba4ee6975,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-06-01,SKIT,https://uei-proofs.s3.amazonaws.com/ach-c3ad1249.pdf
d640d6ec-80c9-4079-b4ab-c7dc28894ee9,0c68f883-aefd-437b-a79c-b3228e962429,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2026-01-03,IEEE,https://uei-proofs.s3.amazonaws.com/ach-1f802136.pdf
13e640f8-9d6b-4151-963e-f22acc881a20,0c68f883-aefd-437b-a79c-b3228e962429,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2024-07-22,IEEE,https://uei-proofs.s3.amazonaws.com/ach-0bb16fee.pdf
e1ccfe8f-e652-48ad-852f-7abf1390b7e3,6ff4f702-9890-4b07-8aad-27a23d83a88b,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-06-04,SKIT,https://uei-proofs.s3.amazonaws.com/ach-7c8243b3.pdf
ef6ef3e5-5320-415d-bc9d-95d22ff27a54,6ff4f702-9890-4b07-8aad-27a23d83a88b,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2026-04-25,External Body,https://uei-proofs.s3.amazonaws.com/ach-2eea16be.pdf
5b68d075-083a-42d2-97bc-a98076f4db70,9e1d912d-ca84-4fde-a46d-a190e20223b8,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2026-03-26,AWS,https://uei-proofs.s3.amazonaws.com/ach-47701ba7.pdf
239dbf52-4224-48e0-bf25-378567a40905,226cdeb9-2944-4b73-a8db-c0a09e1d6871,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2025-08-13,Google,https://uei-proofs.s3.amazonaws.com/ach-8a8ca0df.pdf
ec94645e-3dbc-4ca7-830c-a3519bd36461,226cdeb9-2944-4b73-a8db-c0a09e1d6871,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2024-11-04,External Body,https://uei-proofs.s3.amazonaws.com/ach-f226a7f0.pdf
cfc69f06-8948-4bf3-bdfc-fe1a8f9aa3d7,a12b4220-8d69-47ee-b2da-fbe283d107bd,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2024-12-15,Google,https://uei-proofs.s3.amazonaws.com/ach-a56aef14.pdf
425b0ded-9ec6-4260-b7f8-0d82143bcbb9,84b1ec70-0060-4429-ad11-d1b7321a067b,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2025-10-19,External Body,https://uei-proofs.s3.amazonaws.com/ach-104150db.pdf
dd9bd313-69d4-41a3-88b7-bb8184d5bea8,c53c0eb6-6619-4fb1-9280-7ac1349f6140,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2026-06-08,Google,https://uei-proofs.s3.amazonaws.com/ach-ee958fec.pdf
41705608-f284-492a-bc88-77a25d74fd86,c53c0eb6-6619-4fb1-9280-7ac1349f6140,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2025-01-11,IEEE,https://uei-proofs.s3.amazonaws.com/ach-621f6e71.pdf
bfbc3a24-723e-40d8-9733-1313a50904e3,c53c0eb6-6619-4fb1-9280-7ac1349f6140,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2025-04-25,Google,https://uei-proofs.s3.amazonaws.com/ach-c7f76189.pdf
6619a5c9-c7bf-4883-aefe-7eb73eebc914,781ab867-85b4-4a89-b657-2560e8e11e9f,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2024-07-02,SKIT,https://uei-proofs.s3.amazonaws.com/ach-fd9493f9.pdf
2ac63d8b-a8ae-40bd-bc38-4ba2a1713981,781ab867-85b4-4a89-b657-2560e8e11e9f,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2025-06-19,IEEE,https://uei-proofs.s3.amazonaws.com/ach-7e6390d1.pdf
316d1721-e93e-4962-9675-516e3873460d,781ab867-85b4-4a89-b657-2560e8e11e9f,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-04-28,Google,https://uei-proofs.s3.amazonaws.com/ach-3656a978.pdf
d867e19c-c44d-465f-bf9c-963bfc9edf87,7effa285-57fc-4580-9cfb-a36daee85193,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-01-11,External Body,https://uei-proofs.s3.amazonaws.com/ach-1ae54dee.pdf
3aa053c1-6d63-46a7-a2e2-50d6f7dc163a,13ae7278-6bc5-4b1e-8115-0796e715a34b,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2024-11-13,AWS,https://uei-proofs.s3.amazonaws.com/ach-062e85b2.pdf
976bb5c0-00ff-4e45-9fae-05036d9f84da,c29d5a7c-2e78-4cd7-99ba-38b001cfbfd6,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2026-04-01,AWS,https://uei-proofs.s3.amazonaws.com/ach-93376370.pdf
25f51d76-8dd3-468b-a9b3-993476e1d984,c29d5a7c-2e78-4cd7-99ba-38b001cfbfd6,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2026-06-06,External Body,https://uei-proofs.s3.amazonaws.com/ach-560b64ea.pdf
2b861a31-9c88-4a72-a602-cef04e7c12bb,c29d5a7c-2e78-4cd7-99ba-38b001cfbfd6,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2026-01-05,IEEE,https://uei-proofs.s3.amazonaws.com/ach-0f8820c3.pdf
8f54750c-d522-4612-862f-bc7ced68e948,7621896b-a702-43ea-9b6d-0b3ada0972db,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2025-08-09,SKIT,https://uei-proofs.s3.amazonaws.com/ach-abbbeebb.pdf
5c0f42ac-c960-4a20-bab7-3b9b4a53cfac,67acaf37-09d1-4ba8-9fb0-589c1c22065d,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2025-07-13,AWS,https://uei-proofs.s3.amazonaws.com/ach-2d0ec392.pdf
22f5000a-6cd5-4423-8d71-7d3a05013d6c,67acaf37-09d1-4ba8-9fb0-589c1c22065d,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2025-02-25,Google,https://uei-proofs.s3.amazonaws.com/ach-12fdd3da.pdf
88e4d6de-35e9-4dcf-a254-28c705c9549b,cd3921df-af1c-4e1a-a800-7743ad60fb5c,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2024-06-09,IEEE,https://uei-proofs.s3.amazonaws.com/ach-e504cd36.pdf
5e21f426-7b0e-44f6-86f7-08f099764ff5,e9abd609-e222-4a3d-8c98-cf43455ef66d,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2024-11-09,AICTE,https://uei-proofs.s3.amazonaws.com/ach-c1c1671e.pdf
18f6a727-ca22-4924-a423-1915ffee66a7,e9abd609-e222-4a3d-8c98-cf43455ef66d,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2024-10-06,AICTE,https://uei-proofs.s3.amazonaws.com/ach-3d7e079e.pdf
6720b803-480a-4db7-8422-e2ebc232b19d,b289de15-f628-42c0-9b31-6f3c9c25c66e,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2026-03-25,AICTE,https://uei-proofs.s3.amazonaws.com/ach-6fd91e97.pdf
b3fcda31-d6a8-432b-9e6d-c83d22dd4f25,b289de15-f628-42c0-9b31-6f3c9c25c66e,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2025-01-30,External Body,https://uei-proofs.s3.amazonaws.com/ach-25376819.pdf
bcc78710-e5e9-404d-be6a-2e55dbc5b218,b289de15-f628-42c0-9b31-6f3c9c25c66e,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2026-06-18,External Body,https://uei-proofs.s3.amazonaws.com/ach-a23bac93.pdf
67077e98-f472-4faf-8bd8-da895ecb7bc7,1e1eb656-7ac2-4ba4-89c5-b9071f823d86,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2024-12-09,External Body,https://uei-proofs.s3.amazonaws.com/ach-dc2928a8.pdf
216bc1fb-d144-4fda-a1a5-dd2a93442ed0,1e1eb656-7ac2-4ba4-89c5-b9071f823d86,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2026-01-08,Google,https://uei-proofs.s3.amazonaws.com/ach-68cff702.pdf
2bd9ba76-8f30-4385-94c8-e46404f6c527,d85e8fca-bbb2-432a-922e-f426346f1357,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2024-06-23,SKIT,https://uei-proofs.s3.amazonaws.com/ach-99877864.pdf
36a0abe2-46f1-43bb-b91d-616e74d6d2f5,6cd7d8b3-c3af-4e50-8560-b1df0af0c3aa,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2024-10-06,IEEE,https://uei-proofs.s3.amazonaws.com/ach-655ae2ad.pdf
ad9bb76e-22b3-42d1-95b8-40838785b57b,196f7491-0a87-49ba-bfdf-da1fce407e41,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-09-15,AWS,https://uei-proofs.s3.amazonaws.com/ach-4ca7511b.pdf
890d8eb0-ece8-44d6-8cfc-dc2d7abcd5db,b89da6be-0137-449d-a852-44063465cce8,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2026-07-13,External Body,https://uei-proofs.s3.amazonaws.com/ach-4fa0beab.pdf
ccd0a061-5221-4826-afd2-f4973d5a394a,5e6e508c-86eb-4621-a320-03ff96bef7bf,Hack36 Winner,HACKATHON,Achievement recorded under Hackathon category.,2026-01-07,Google,https://uei-proofs.s3.amazonaws.com/ach-5da3aa12.pdf
6a02f6de-7aab-4020-a9aa-aca91fcf8ee8,0e915a9c-5f50-4427-9524-e51633f06ad9,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2025-03-21,IEEE,https://uei-proofs.s3.amazonaws.com/ach-8ebb5e5e.pdf
16811698-6c70-491a-adb6-f6edb3717e79,32601f4c-ac26-46dc-b11f-f30daa1e54e4,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2024-09-16,AICTE,https://uei-proofs.s3.amazonaws.com/ach-cbbb61c8.pdf
aa1f209c-d5a2-4d93-b4d3-eb2bac3a5fad,6eb783df-851f-4b52-a38f-06c17a232bcd,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2026-04-14,AICTE,https://uei-proofs.s3.amazonaws.com/ach-8bb84b2b.pdf
cf80fbb6-32cb-4d5e-a9ba-d739a5737466,6eb783df-851f-4b52-a38f-06c17a232bcd,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2026-06-24,IEEE,https://uei-proofs.s3.amazonaws.com/ach-78c79163.pdf
ec3b1435-2283-43ac-be2f-88947a931dd5,ca239e5a-e87b-4521-8602-e18c40dcbded,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2024-12-01,IEEE,https://uei-proofs.s3.amazonaws.com/ach-494b5e4e.pdf
bad1dd77-452e-43fe-96d6-8b51c2044ce1,3f0c0058-6e4a-4577-8cd3-5838c6a78ae9,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2024-12-14,SKIT,https://uei-proofs.s3.amazonaws.com/ach-07d37a3d.pdf
34371386-ce8b-4c8d-bec8-7463b745402d,37ded831-df02-41b6-b566-5b713bf15bb6,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2026-04-01,SKIT,https://uei-proofs.s3.amazonaws.com/ach-b0bd14bd.pdf
3ab90382-ae0b-458d-a29b-8f872dbf73ae,7f323044-97ed-4628-84f2-587b2028e5c3,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2025-08-17,AICTE,https://uei-proofs.s3.amazonaws.com/ach-ec0b538e.pdf
043fc00c-c995-45ab-a893-d84fc38a5d47,7f323044-97ed-4628-84f2-587b2028e5c3,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2024-09-23,IEEE,https://uei-proofs.s3.amazonaws.com/ach-66fb57c7.pdf
45467f7a-8a80-4ff7-8fbb-9a35d0aadc79,b196267c-e9ec-446b-bb9d-7daaa27cc54c,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2024-09-19,AWS,https://uei-proofs.s3.amazonaws.com/ach-eada76ba.pdf
931986dc-e4e8-4ce1-acb9-84ba20583a6e,9129f6dd-8c42-4689-8390-b53442393f78,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2026-02-09,IEEE,https://uei-proofs.s3.amazonaws.com/ach-bcb83900.pdf
f02150be-c3f1-49d9-8e9c-c549c2206a87,009a5366-715a-44a4-a575-400171178811,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2024-08-10,External Body,https://uei-proofs.s3.amazonaws.com/ach-ff70aeda.pdf
10f683f6-0515-4970-9539-42c81bbc39b5,e309f6c1-3d89-4582-be44-594c355de08f,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2025-02-28,Google,https://uei-proofs.s3.amazonaws.com/ach-a8a21477.pdf
96d452fd-31d6-4622-86c1-4990e474f80d,e309f6c1-3d89-4582-be44-594c355de08f,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2024-07-25,AWS,https://uei-proofs.s3.amazonaws.com/ach-e849bf89.pdf
e3e58e5c-2356-4ff6-b69b-fe8296602e30,2bf9d12f-2d2b-4f7d-be18-857095334cf6,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2025-05-29,External Body,https://uei-proofs.s3.amazonaws.com/ach-f94c9c11.pdf
7caa375c-1f09-49eb-891b-25d711789269,d126ca15-f173-4e5d-81d2-5cd2c3c6e19c,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2026-07-30,IEEE,https://uei-proofs.s3.amazonaws.com/ach-16b13e54.pdf
f3872176-890d-4013-b742-b8a0c56d1d14,d126ca15-f173-4e5d-81d2-5cd2c3c6e19c,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2026-08-08,IEEE,https://uei-proofs.s3.amazonaws.com/ach-633f8dc6.pdf
a21f0bb7-4257-4502-b55c-82db59ebf0cc,0271955f-73e9-486c-aa69-22c6b30e7255,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2025-06-16,AWS,https://uei-proofs.s3.amazonaws.com/ach-15727143.pdf
ab6a97ed-b4d9-4da6-a7d5-1f7ab8fd0870,97b50ebe-91e6-4fb0-a91c-135abc8331ca,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2025-10-16,AWS,https://uei-proofs.s3.amazonaws.com/ach-5baf0f46.pdf
5c6ac74b-5b42-4f69-a8ef-04ec40460416,a44b713b-5de1-44ef-9d5f-dafe07c64fde,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2025-05-24,SKIT,https://uei-proofs.s3.amazonaws.com/ach-b66b201c.pdf
ae1dcd6a-8209-4e03-b020-ac1145652895,a44b713b-5de1-44ef-9d5f-dafe07c64fde,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2024-11-26,IEEE,https://uei-proofs.s3.amazonaws.com/ach-b9c50e37.pdf
5257fc29-c501-4b5b-b9bc-f65d6a9a3971,a44b713b-5de1-44ef-9d5f-dafe07c64fde,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2025-12-01,External Body,https://uei-proofs.s3.amazonaws.com/ach-c2dca5f2.pdf
f7258eea-c3a1-4743-bb55-bca780ca7b57,6b1dadad-96c2-49f5-84a4-8c090c6ca578,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2024-12-18,SKIT,https://uei-proofs.s3.amazonaws.com/ach-105c0569.pdf
d56da764-db63-40d3-87ad-0691092f96e0,dd718e4e-5783-46d7-993d-657fc25b4bc1,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-06-11,IEEE,https://uei-proofs.s3.amazonaws.com/ach-0a5ab8d3.pdf
5478749e-8523-4f9e-9123-0fff2aaec6db,bfa9803f-ace8-45c0-8031-109c494be49f,Hack36 Winner,HACKATHON,Achievement recorded under Hackathon category.,2025-05-10,Google,https://uei-proofs.s3.amazonaws.com/ach-5b00a289.pdf
fb6294c4-7575-4fd4-ac69-6d18d79a4e35,bfa9803f-ace8-45c0-8031-109c494be49f,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2025-06-09,AICTE,https://uei-proofs.s3.amazonaws.com/ach-992616f3.pdf
7110640f-0d59-41d5-aa92-3dcfca0f6cb7,bfa9803f-ace8-45c0-8031-109c494be49f,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2024-12-06,SKIT,https://uei-proofs.s3.amazonaws.com/ach-3e950da1.pdf
30f82374-99ea-47dc-b221-aff81ad5c2c8,baf154b5-2d4d-4c0a-b4fd-2b05d2feb16e,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2024-07-23,AICTE,https://uei-proofs.s3.amazonaws.com/ach-e07891ee.pdf
419000d3-7fa6-450c-913e-61f6071a4fb4,392519ab-fef0-4af9-b669-0366ff089c3b,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2026-03-09,IEEE,https://uei-proofs.s3.amazonaws.com/ach-83ab4874.pdf
80a19bf5-c6d9-4a53-bbcf-064802c95796,967e9c59-a0a5-4c88-a46d-25b7fcdf0d4b,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2024-07-31,AWS,https://uei-proofs.s3.amazonaws.com/ach-05e358a8.pdf
